subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	z_t	cond	ip	saw	init_rt	rt
62	4	1	256	150	227	0	1	17.5	0	150	main_noPush	29	21	NaN	10.491131337003
62	4	0	183	219	227	0	0.25	17.5	0	150	main_noPush	29	21	1.48730603299919	3.03529592599807
62	4	0	204	205.5	227	0	0.25	17.5	0	219	main_noPush	29	21	0.00248507200012682	2.21426049599904
62	4	0	230	205.5	227	0	0.25	17.5	0	205.5	main_noPush	29	21	NaN	1.0326825580014
62	4	0	202	228	227	0	1	17.5	0	205.5	main_noPush	29	21	0.481028543999855	1.01732000500124
62	4	0	233	222	227	0	0.25	17.5	0	228	main_noPush	29	21	0.338685531998635	1.10322684499988
62	4	0	234	222	227	0	1	17.5	0	222	main_noPush	29	21	NaN	0.138266362999275
62	4	0	228	222	227	0	0.25	17.5	0	222	main_noPush	29	21	NaN	0.729623561997869
62	4	0	230	222	227	0	1	17.5	0	222	main_noPush	29	21	NaN	0.728659757001878
62	4	0	221	222	241	1	0.25	17.5	0	222	main_noPush	29	21	NaN	0.863675304000935
62	4	0	254	222	241	0	0.25	17.5	0	222	main_noPush	29	21	NaN	1.36150015800013
62	4	0	264	238.5	241	0	0.25	17.5	0	222	main_noPush	29	21	0.471589071999915	1.57928914599688
62	4	0	223	238.5	241	0	0.25	17.5	0	238.5	main_noPush	29	21	NaN	0.105116066999472
62	4	0	270	238.5	241	0	1	17.5	0	238.5	main_noPush	29	21	NaN	1.36468982999941
62	4	0	217	265.5	241	0	1	17.5	0	238.5	main_noPush	29	21	0.00235760600116919	1.66131794100147
62	4	0	286	244.5	277	1	0.25	17.5	0	265.5	main_noPush	29	21	0.270942226001353	2.27234873899943
62	4	0	299	271.5	277	0	1	17.5	0	244.5	main_noPush	29	21	0.00243460500132642	2.20137242900091
62	4	0	275	282	277	0	0.25	17.5	0	271.5	main_noPush	29	21	0.867509710999002	1.74214192199724
62	4	0	273	282	277	0	1	17.5	1	282	main_noPush	29	21	NaN	0.947863261000748
62	4	0	242	282	277	0	1	17.5	0	282	main_noPush	29	21	NaN	1.12715967700206
62	4	0	226	256.5	230	1	0.25	17.5	0	282	main_noPush	29	21	0.1340274710019	1.17600647800282
62	4	0	243	240	230	0	0.25	17.5	0	256.5	main_noPush	29	21	0.135323007998522	0.976535600999341
62	4	0	239	240	230	0	1	17.5	0	240	main_noPush	29	21	NaN	0.340492900002573
62	4	0	208	240	230	0	1	17.5	0	240	main_noPush	29	21	NaN	0.762658759998885
62	4	0	239	216	230	0	1	17.5	0	240	main_noPush	29	21	0.538632896001218	1.54033480400176
62	4	0	243	216	230	0	0.25	17.5	0	216	main_noPush	29	21	NaN	0.367421598999499
62	4	0	252	223.5	230	0	0.25	17.5	0	216	main_noPush	29	21	0.109287493000011	0.722029658998508
62	4	0	213	223.5	230	0	0.25	17.5	0	223.5	main_noPush	29	21	NaN	0.105908631998318
62	4	0	213	223.5	230	0	0.25	17.5	0	223.5	main_noPush	29	21	NaN	0.503881194999849
62	4	0	239	223.5	230	0	0.25	17.5	0	223.5	main_noPush	29	21	NaN	0.236061534000328
62	4	0	244	223.5	230	0	0.25	17.5	1	223.5	main_noPush	29	21	NaN	0.745180625999637
62	4	0	219	240	230	0	1	17.5	0	223.5	main_noPush	29	21	0.904734848001681	2.40347526199912
62	4	0	246	240	230	0	1	17.5	0	240	main_noPush	29	21	NaN	0.179255376002402
62	4	0	234	240	230	0	0.25	17.5	0	240	main_noPush	29	21	NaN	0.467446741997264
62	4	0	248	240	230	0	1	17.5	0	240	main_noPush	29	21	NaN	0.49657082900012
62	4	0	156	240	155	1	1	17.5	0	240	main_noPush	29	21	NaN	0.436077141999704
62	4	0	146	183	155	0	0.25	17.5	0	240	main_noPush	29	21	0.205200197997328	1.62305477299742
62	4	0	181	183	155	0	1	17.5	0	183	main_noPush	29	21	NaN	0.103121561001899
62	4	0	262	183	280	1	1	17.5	0	183	main_noPush	29	21	NaN	0.571978485000727
62	4	0	271	226.5	280	0	1	17.5	1	183	main_noPush	29	21	0.10794139400241	1.35396222700001
62	4	0	276	226.5	280	0	0.25	17.5	0	226.5	main_noPush	29	21	NaN	0.0346315310016507
62	4	0	263	262.5	280	0	1	17.5	1	226.5	main_noPush	29	21	0.00239742799749365	0.986520487000234
62	4	0	285	262.5	280	0	1	17.5	0	262.5	main_noPush	29	21	NaN	1.30061425199892
62	4	0	254	268.5	280	0	0.25	17.5	0	262.5	main_noPush	29	21	1.17692747899855	1.66668141499758
62	4	0	289	253.5	280	0	1	17.5	0	268.5	main_noPush	29	21	1.0553806689968	2.62945625799694
62	4	0	296	271.5	280	0	0.25	17.5	0	253.5	main_noPush	29	21	0.138378132000071	1.24376348299847
62	4	0	269	273	280	0	1	17.5	1	271.5	main_noPush	29	21	0.00247767499968177	0.558771617997991
62	4	0	83	273	87	1	0.25	17.5	0	273	main_noPush	29	21	NaN	0.691815404999943
62	4	0	91	157.5	87	0	0.25	17.5	0	273	main_noPush	29	21	0.268662491998839	2.92003626699807
62	4	0	79	157.5	87	0	1	17.5	0	157.5	main_noPush	29	21	NaN	0.0374592760017549
62	4	0	94	157.5	87	0	1	17.5	0	157.5	main_noPush	29	21	NaN	0.0356326559995068
62	4	0	111	112.5	87	0	1	17.5	0	157.5	main_noPush	29	21	0.675030365997372	2.00607656099965
62	4	0	46	112.5	87	0	0.25	17.5	0	112.5	main_noPush	29	21	NaN	0.308014452999487
62	4	0	116	79.5	87	0	0.25	17.5	0	112.5	main_noPush	29	21	0.141322209998179	1.14056036499824
62	4	0	60	102	87	0	0.25	17.5	1	79.5	main_noPush	29	21	1.52608649600006	2.24903478000124
62	4	0	92	78	87	0	0.25	17.5	0	102	main_noPush	29	21	0.142139815001428	0.727494391001528
62	4	0	95	78	87	0	1	17.5	0	78	main_noPush	29	21	NaN	0.586542020999332
62	4	0	297	88.5	285	1	1	17.5	1	78	main_noPush	29	21	0.858566343998973	1.61028109399922
62	4	0	286	264	285	0	1	17.5	0	88.5	main_noPush	29	21	0.64712743599739	5.08538587200019
62	4	0	297	264	285	0	1	17.5	0	264	main_noPush	29	21	NaN	0.0392731089996232
62	4	0	289	279	285	0	0.25	17.5	0	264	main_noPush	29	21	0.00297130499893683	1.01398921899818
62	4	0	274	279	285	0	0.25	17.5	0	279	main_noPush	29	21	NaN	1.06401496399849
62	4	0	291	279	285	0	1	17.5	0	279	main_noPush	29	21	NaN	0.631522224000946
62	4	0	281	279	285	0	0.25	17.5	1	279	main_noPush	29	21	NaN	0.535279554998851
62	4	0	286	279	285	0	1	17.5	0	279	main_noPush	29	21	NaN	0.568066756000917
62	4	0	272	279	285	0	0.25	17.5	0	279	main_noPush	29	21	NaN	0.766125938000187
62	4	0	267	279	285	0	0.25	17.5	0	279	main_noPush	29	21	NaN	0.632789243998559
62	4	0	284	252	285	0	0.25	17.5	0	279	main_noPush	29	21	0.373017943002196	1.31397239000216
62	4	0	281	274.5	285	0	0.25	17.5	0	252	main_noPush	29	21	0.00292795200221008	0.674949337000726
62	4	0	288	274.5	285	0	1	17.5	0	274.5	main_noPush	29	21	NaN	0.139076976000069
62	4	0	285	274.5	285	0	1	17.5	0	274.5	main_noPush	29	21	NaN	0.567700097999477
62	4	0	286	274.5	285	0	1	17.5	0	274.5	main_noPush	29	21	NaN	0.337137875001645
62	4	0	277	274.5	285	0	1	17.5	0	274.5	main_noPush	29	21	NaN	0.438598619002732
62	4	0	267	274.5	285	0	0.25	17.5	0	274.5	main_noPush	29	21	NaN	0.43334442700143
62	4	0	259	283.5	278	1	0.25	17.5	1	274.5	main_noPush	29	21	3.31901736900181	4.19437835899953
62	4	0	280	279	278	0	1	17.5	0	283.5	main_noPush	29	21	0.696942274000321	1.19493659799991
62	4	0	271	279	278	0	0.25	17.5	0	279	main_noPush	29	21	NaN	0.201927576999879
62	4	0	243	279	278	0	1	17.5	0	279	main_noPush	29	21	NaN	0.33531247999781
62	4	0	292	243	291	1	1	17.5	0	279	main_noPush	29	21	0.236364127998968	1.46808490400144
62	4	0	281	265.5	291	0	0.25	17.5	0	243	main_noPush	29	21	0.265913920997264	0.995248682000238
62	4	0	263	265.5	291	0	0.25	17.5	0	265.5	main_noPush	29	21	NaN	0.330462837002415
62	4	0	267	265.5	291	0	1	17.5	0	265.5	main_noPush	29	21	NaN	0.884062967998034
62	4	0	289	265.5	291	0	0.25	17.5	0	265.5	main_noPush	29	21	NaN	0.502781559996947
62	4	0	280	274.5	291	0	1	17.5	0	265.5	main_noPush	29	21	0.177909244001057	0.711959193999064
62	4	0	263	274.5	291	0	0.25	17.5	0	274.5	main_noPush	29	21	NaN	0.202378829999361
62	4	0	271	274.5	291	0	1	17.5	0	274.5	main_noPush	29	21	NaN	0.532335331001377
62	4	0	37	274.5	42	1	1	17.5	0	274.5	main_noPush	29	21	NaN	0.460515880000457
62	4	0	37	46.5	42	0	1	17.5	0	274.5	main_noPush	29	21	0.923546908998105	6.30108605399801
62	4	0	21	46.5	42	0	0.25	17.5	0	46.5	main_noPush	29	21	NaN	0.983167403999687
