subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond	ip	saw
30	1	1	43	150	58	0	1	25	0	main	22	6
30	1	0	37	89	58	0	0	25	0	main	22	6
30	1	0	64	60	58	0	1	25	0	main	22	6
30	1	0	14	60	58	0	0	25	0	main	22	6
30	1	0	75	60	58	0	0	25	0	main	22	6
30	1	0	57	65	58	0	0	25	0	main	22	6
30	1	0	107	65	102	1	0	25	0	main	22	6
30	1	0	106	96	102	0	1	25	0	main	22	6
30	1	0	84	96	102	0	0	25	0	main	22	6
30	1	0	126	91	102	0	0	25	0	main	22	6
30	1	0	78	100	102	0	1	25	0	main	22	6
30	1	0	91	100	102	0	0	25	0	main	22	6
30	1	0	117	100	102	0	1	25	0	main	22	6
30	1	0	105	100	102	0	1	25	0	main	22	6
30	1	0	93	100	102	0	0	25	0	main	22	6
30	1	0	102	100	102	0	1	25	0	main	22	6
30	1	0	120	100	102	0	0	25	1	main	22	6
30	1	0	97	104	102	0	1	25	0	main	22	6
30	1	0	64	104	102	0	0	25	0	main	22	6
30	1	0	67	86	102	0	1	25	0	main	22	6
30	1	0	77	82	102	0	1	25	0	main	22	6
30	1	0	89	81	102	0	1	25	0	main	22	6
30	1	0	108	87	102	0	0	25	0	main	22	6
30	1	0	89	93	102	0	1	25	0	main	22	6
30	1	0	175	93	170	1	0	25	1	main	22	6
30	1	0	167	138	170	0	0	25	0	main	22	6
30	1	0	167	152	170	0	0	25	0	main	22	6
30	1	0	131	152	130	1	1	25	0	main	22	6
30	1	0	98	138	130	0	0	25	0	main	22	6
30	1	0	100	127	130	0	1	25	1	main	22	6
30	1	0	129	127	130	0	0	25	0	main	22	6
30	1	0	128	127	130	0	1	25	0	main	22	6
30	1	0	127	128	130	0	1	25	0	main	22	6
30	1	0	109	128	130	0	0	25	1	main	22	6
30	1	0	133	128	130	0	0	25	0	main	22	6
30	1	0	146	128	130	0	1	25	0	main	22	6
30	1	0	128	128	130	0	0	25	0	main	22	6
30	1	0	151	128	144	1	1	25	0	main	22	6
30	1	0	189	128	144	0	1	25	0	main	22	6
30	1	0	131	166	144	0	0	25	0	main	22	6
30	1	0	105	147	144	0	1	25	0	main	22	6
30	1	0	160	128	144	0	0	25	0	main	22	6
30	1	0	155	146	144	0	1	25	1	main	22	6
30	1	0	133	146	144	0	0	25	0	main	22	6
30	1	0	268	138	277	1	1	25	0	main	22	6
30	1	0	271	268	277	0	1	25	0	main	22	6
30	1	0	266	268	277	0	0	25	0	main	22	6
30	1	0	266	258	277	0	0	25	0	main	22	6
30	1	0	276	266	277	0	1	25	0	main	22	6
30	1	0	270	266	277	0	1	25	0	main	22	6
30	1	0	51	266	19	1	0	25	0	main	22	6
30	1	0	18	50	19	0	0	25	0	main	22	6
30	1	0	9	40	19	0	1	25	0	main	22	6
30	1	0	193	26	171	1	1	25	0	main	22	6
30	1	0	129	190	171	0	1	25	0	main	22	6
30	1	0	198	132	171	0	1	25	0	main	22	6
30	1	0	183	161	171	0	0	25	0	main	22	6
30	1	0	163	161	171	0	0	25	0	main	22	6
30	1	0	210	161	171	0	0	25	0	main	22	6
30	1	0	115	189	118	1	1	25	0	main	22	6
30	1	0	85	155	118	0	1	25	0	main	22	6
30	1	0	50	108	118	0	1	25	0	main	22	6
30	1	0	133	66	118	0	1	25	0	main	22	6
30	1	0	66	121	118	0	1	25	0	main	22	6
30	1	0	90	74	118	0	0	25	0	main	22	6
30	1	0	115	74	118	0	0	25	0	main	22	6
30	1	0	114	98	118	0	0	25	0	main	22	6
30	1	0	88	98	118	0	1	25	0	main	22	6
30	1	0	128	98	118	0	1	25	0	main	22	6
30	1	0	97	98	118	0	1	25	0	main	22	6
30	1	0	104	98	118	0	0	25	0	main	22	6
30	1	0	200	98	166	1	0	25	0	main	22	6
30	1	0	157	218	166	0	1	25	0	main	22	6
30	1	0	157	174	166	0	0	25	1	main	22	6
30	1	0	203	167	166	0	1	25	0	main	22	6
30	1	0	135	185	166	0	1	25	0	main	22	6
30	1	0	169	163	166	0	0	25	0	main	22	6
30	1	0	212	173	166	0	1	25	0	main	22	6
30	1	0	201	207	166	0	1	25	0	main	22	6
30	1	0	108	207	166	0	1	25	0	main	22	6
30	1	0	176	147	166	0	1	25	0	main	22	6
30	1	0	194	165	166	0	1	25	0	main	22	6
30	1	0	163	181	166	0	0	25	0	main	22	6
30	1	0	128	181	166	0	0	25	0	main	22	6
30	1	0	181	148	166	0	1	25	0	main	22	6
30	1	0	282	166	268	1	0	25	0	main	22	6
30	1	0	257	284	268	0	0	25	0	main	22	6
30	1	0	280	269	268	0	0	25	0	main	22	6
30	1	0	241	269	268	0	0	25	0	main	22	6
30	1	0	284	251	268	0	0	25	0	main	22	6
30	1	0	253	264	268	0	0	25	0	main	22	6
30	1	0	268	264	268	0	1	25	0	main	22	6
30	1	0	229	264	268	0	1	25	0	main	22	6
30	1	0	266	264	268	0	0	25	0	main	22	6
30	1	0	258	264	268	0	0	25	0	main	22	6
30	1	0	265	264	268	0	0	25	0	main	22	6
30	1	0	250	264	268	0	1	25	0	main	22	6
30	1	0	263	264	268	0	0	25	0	main	22	6
30	1	0	247	264	268	0	1	25	0	main	22	6
30	1	0	252	264	268	0	0	25	0	main	22	6
30	1	0	265	264	268	0	1	25	0	main	22	6
30	1	0	279	264	268	0	1	25	0	main	22	6
30	1	0	230	272	268	0	0	25	0	main	22	6
30	1	0	251	249	268	0	0	25	0	main	22	6
30	1	0	263	250	268	0	0	25	0	main	22	6
30	1	0	293	250	268	0	1	25	0	main	22	6
30	1	0	229	275	268	0	1	25	1	main	22	6
30	1	0	244	248	268	0	0	25	0	main	22	6
30	1	0	269	248	250	1	0	25	0	main	22	6
30	1	0	273	248	250	0	1	25	0	main	22	6
30	1	0	244	261	250	0	1	25	0	main	22	6
30	1	0	261	261	250	0	0	25	0	main	22	6
30	1	0	217	254	250	0	0	25	0	main	22	6
30	1	0	72	244	57	1	0	25	1	main	22	6
30	1	0	57	70	57	0	1	25	0	main	22	6
30	1	0	49	70	57	0	1	25	0	main	22	6
30	1	0	56	60	57	0	1	25	0	main	22	6
30	1	0	73	60	57	0	0	25	0	main	22	6
30	1	0	34	60	57	0	0	25	0	main	22	6
30	1	0	53	44	57	0	1	25	0	main	22	6
30	1	0	67	44	57	0	0	25	0	main	22	6
30	1	0	72	44	57	0	0	25	0	main	22	6
30	1	0	48	44	57	0	0	25	0	main	22	6
30	1	0	82	44	99	1	0	25	0	main	22	6
30	1	0	50	66	99	0	0	25	0	main	22	6
30	1	0	94	66	99	0	1	25	0	main	22	6
30	1	0	123	86	99	0	1	25	0	main	22	6
30	1	0	86	113	99	0	1	25	0	main	22	6
30	1	0	58	98	99	0	0	25	0	main	22	6
30	1	0	74	93	99	0	1	25	0	main	22	6
30	1	0	71	80	99	0	0	25	0	main	22	6
30	1	0	89	80	99	0	0	25	0	main	22	6
30	1	0	139	80	99	0	0	25	0	main	22	6
30	1	0	77	80	99	0	1	25	0	main	22	6
30	1	0	57	78	38	1	0	25	0	main	22	6
30	1	0	57	78	38	0	1	25	0	main	22	6
30	1	0	54	64	38	0	0	25	0	main	22	6
30	1	0	16	64	38	0	1	25	0	main	22	6
30	1	0	37	29	38	0	0	25	0	main	22	6
30	1	0	37	29	38	0	0	25	0	main	22	6
30	1	0	31	29	38	0	0	25	0	main	22	6
30	1	0	33	29	38	0	1	25	0	main	22	6
30	1	0	42	29	38	0	1	25	0	main	22	6
30	1	0	69	29	38	0	1	25	0	main	22	6
30	1	0	29	66	38	0	1	25	0	main	22	6
30	1	0	36	47	38	0	1	25	0	main	22	6
30	1	0	56	47	38	0	1	25	0	main	22	6
30	1	0	3	47	38	0	0	25	0	main	22	6
30	1	0	24	19	38	0	1	25	0	main	22	6
30	1	0	43	19	38	0	0	25	0	main	22	6
30	1	0	49	19	38	0	0	25	0	main	22	6
30	1	0	25	28	38	0	1	25	0	main	22	6
30	1	0	68	28	38	0	0	25	0	main	22	6
30	1	0	63	45	38	0	1	25	0	main	22	6
30	1	0	47	45	38	0	1	25	0	main	22	6
30	1	0	52	45	38	0	1	25	1	main	22	6
30	1	0	29	52	38	0	0	25	0	main	22	6
30	1	0	18	42	38	0	0	25	0	main	22	6
30	1	0	16	33	38	0	0	25	1	main	22	6
30	1	0	33	33	38	0	1	25	1	main	22	6
30	1	0	24	33	38	0	0	25	0	main	22	6
30	1	0	24	31	38	0	0	25	0	main	22	6
30	1	0	223	28	205	1	0	25	0	main	22	6
30	1	0	164	221	205	0	0	25	0	main	22	6
30	1	0	229	186	205	0	1	25	0	main	22	6
30	1	0	148	202	205	0	0	25	0	main	22	6
30	1	0	224	175	205	0	0	25	0	main	22	6
30	1	0	224	206	205	0	1	25	0	main	22	6
30	1	0	206	215	205	0	1	25	1	main	22	6
30	1	0	229	215	205	0	1	25	0	main	22	6
30	1	0	223	224	205	0	1	25	0	main	22	6
30	1	0	242	224	205	0	1	25	0	main	22	6
30	1	0	197	224	205	0	0	25	1	main	22	6
30	1	0	232	224	205	0	1	25	0	main	22	6
30	1	0	189	227	205	0	1	25	0	main	22	6
30	1	0	274	227	285	1	1	25	0	main	22	6
30	1	0	298	264	285	0	1	25	0	main	22	6
30	1	0	291	277	285	0	1	25	1	main	22	6
30	1	0	298	277	285	0	1	25	1	main	22	6
30	1	0	274	286	285	0	0	25	0	main	22	6
30	1	0	297	286	285	0	1	25	0	main	22	6
30	1	0	296	286	288	1	0	25	0	main	22	6
30	1	0	257	286	288	0	1	25	0	main	22	6
30	1	0	271	291	288	0	1	25	1	main	22	6
30	1	0	278	291	288	0	0	25	1	main	22	6
30	1	0	224	291	288	0	0	25	0	main	22	6
30	1	0	283	248	288	0	0	25	0	main	22	6
30	1	0	262	263	288	0	1	25	0	main	22	6
30	1	0	285	263	288	0	1	25	0	main	22	6
30	1	0	271	263	288	0	0	25	0	main	22	6
30	1	0	288	267	288	0	0	25	0	main	22	6
30	1	0	264	277	288	0	0	25	0	main	22	6
30	1	0	274	277	288	0	1	25	0	main	22	6
30	1	0	266	277	288	0	1	25	0	main	22	6
30	1	0	247	277	288	0	1	25	0	main	22	6
30	1	0	237	258	269	1	1	25	0	main	22	6
30	1	0	229	250	269	0	1	25	0	main	22	6
30	1	0	231	241	269	0	1	25	0	main	22	6
30	1	0	272	241	269	0	1	25	0	main	22	6
30	1	0	288	259	269	0	1	25	0	main	22	6
30	1	1	247	156	237	0	0	10	0	main	22	6
30	1	0	228	244	237	0	0	10	0	main	22	6
30	1	0	248	230	237	0	1	10	0	main	22	6
30	1	0	242	239	237	0	0	10	0	main	22	6
30	1	0	244	239	237	0	0	10	0	main	22	6
30	1	0	66	239	74	1	0	10	0	main	22	6
30	1	0	72	68	74	0	0	10	0	main	22	6
30	1	0	81	68	74	0	1	10	0	main	22	6
30	1	0	69	68	74	0	1	10	0	main	22	6
30	1	0	70	68	74	0	1	10	0	main	22	6
30	1	0	72	68	74	0	1	10	0	main	22	6
30	1	0	76	68	74	0	1	10	0	main	22	6
30	1	0	59	68	74	0	0	10	0	main	22	6
30	1	0	63	68	74	0	1	10	0	main	22	6
30	1	0	60	68	74	0	0	10	0	main	22	6
30	1	0	60	68	74	0	0	10	0	main	22	6
30	1	0	75	68	74	0	1	10	0	main	22	6
30	1	0	19	68	20	1	0	10	0	main	22	6
30	1	0	20	41	20	0	0	10	0	main	22	6
30	1	0	7	22	20	0	0	10	1	main	22	6
30	1	0	6	13	20	0	0	10	1	main	22	6
30	1	0	24	20	20	0	0	10	0	main	22	6
30	1	0	11	16	20	0	0	10	1	main	22	6
30	1	0	19	23	20	0	0	10	0	main	22	6
30	1	0	26	23	20	0	1	10	0	main	22	6
30	1	0	11	23	20	0	0	10	0	main	22	6
30	1	0	34	23	20	0	0	10	0	main	22	6
30	1	0	30	23	20	0	0	10	0	main	22	6
30	1	0	2	23	20	0	1	10	0	main	22	6
30	1	0	34	12	20	0	1	10	0	main	22	6
30	1	0	82	32	94	1	0	10	0	main	22	6
30	1	0	90	80	94	0	1	10	0	main	22	6
30	1	0	89	80	94	0	1	10	1	main	22	6
30	1	0	107	93	94	0	1	10	0	main	22	6
30	1	0	93	105	94	0	1	10	0	main	22	6
30	1	0	95	100	94	0	0	10	1	main	22	6
30	1	0	97	96	94	0	1	10	0	main	22	6
30	1	0	82	96	94	0	1	10	0	main	22	6
30	1	0	101	90	94	0	0	10	0	main	22	6
30	1	0	98	98	94	0	1	10	0	main	22	6
30	1	0	92	98	94	0	0	10	0	main	22	6
30	1	0	101	98	94	0	1	10	0	main	22	6
30	1	0	89	98	94	0	1	10	0	main	22	6
30	1	0	107	98	94	0	1	10	0	main	22	6
30	1	0	94	105	94	0	0	10	0	main	22	6
30	1	0	81	98	94	0	1	10	0	main	22	6
30	1	0	103	98	94	0	1	10	0	main	22	6
30	1	0	95	102	107	1	0	10	0	main	22	6
30	1	0	117	95	107	0	0	10	0	main	22	6
30	1	0	114	101	107	0	1	10	1	main	22	6
30	1	0	120	110	107	0	0	10	0	main	22	6
30	1	0	98	110	107	0	0	10	0	main	22	6
30	1	0	108	111	107	0	0	10	0	main	22	6
30	1	0	102	100	107	0	0	10	0	main	22	6
30	1	0	94	101	107	0	0	10	0	main	22	6
30	1	0	114	101	107	0	1	10	0	main	22	6
30	1	0	89	109	107	0	1	10	0	main	22	6
30	1	0	116	98	107	0	1	10	0	main	22	6
30	1	0	275	110	271	1	0	10	0	main	22	6
30	1	0	274	273	271	0	1	10	0	main	22	6
30	1	0	277	273	271	0	0	10	0	main	22	6
30	1	0	263	273	271	0	1	10	0	main	22	6
30	1	0	274	271	271	0	0	10	0	main	22	6
30	1	0	289	271	271	0	0	10	0	main	22	6
30	1	0	284	285	271	0	0	10	1	main	22	6
30	1	0	271	286	271	0	0	10	0	main	22	6
30	1	0	267	286	271	0	1	10	0	main	22	6
30	1	0	259	278	271	0	0	10	0	main	22	6
30	1	0	204	278	193	1	1	10	0	main	22	6
30	1	0	192	205	193	0	0	10	0	main	22	6
30	1	0	189	191	193	0	0	10	0	main	22	6
30	1	0	200	191	193	0	1	10	0	main	22	6
30	1	0	193	200	193	0	0	10	0	main	22	6
30	1	0	186	192	193	0	1	10	0	main	22	6
30	1	0	194	192	193	0	1	10	0	main	22	6
30	1	0	128	192	108	1	1	10	0	main	22	6
30	1	0	118	128	108	0	1	10	0	main	22	6
30	1	0	112	128	108	0	0	10	1	main	22	6
30	1	0	108	112	108	0	0	10	1	main	22	6
30	1	0	107	112	108	0	0	10	0	main	22	6
30	1	0	116	107	108	0	1	10	0	main	22	6
30	1	0	91	114	108	0	1	10	1	main	22	6
30	1	0	94	105	108	0	1	10	0	main	22	6
30	1	0	107	99	108	0	1	10	0	main	22	6
30	1	0	103	103	108	0	1	10	0	main	22	6
30	1	0	99	101	108	0	1	10	0	main	22	6
30	1	0	95	101	108	0	0	10	0	main	22	6
30	1	0	113	99	108	0	0	10	0	main	22	6
30	1	0	105	109	108	0	0	10	0	main	22	6
30	1	0	111	109	108	0	0	10	0	main	22	6
30	1	0	113	110	108	0	0	10	1	main	22	6
30	1	0	100	110	108	0	0	10	0	main	22	6
30	1	0	94	110	108	0	1	10	0	main	22	6
30	1	0	106	101	108	0	1	10	0	main	22	6
30	1	0	93	101	108	0	0	10	0	main	22	6
30	1	0	101	101	108	0	0	10	0	main	22	6
30	1	0	101	101	108	0	1	10	0	main	22	6
30	1	0	110	101	108	0	1	10	0	main	22	6
30	1	0	114	101	108	0	0	10	0	main	22	6
30	1	0	104	111	108	0	0	10	0	main	22	6
30	1	0	112	106	108	0	0	10	1	main	22	6
30	1	0	91	106	108	0	1	10	0	main	22	6
30	1	0	108	103	108	0	0	10	1	main	22	6
30	1	0	96	103	108	0	1	10	0	main	22	6
30	1	0	111	103	108	0	0	10	1	main	22	6
30	1	0	110	108	108	0	1	10	1	main	22	6
30	1	0	114	108	108	0	0	10	0	main	22	6
30	1	0	116	108	108	0	1	10	0	main	22	6
30	1	0	109	108	108	0	1	10	0	main	22	6
30	1	0	107	108	108	0	0	10	0	main	22	6
30	1	0	121	108	108	0	1	10	0	main	22	6
30	1	0	85	115	108	0	1	10	0	main	22	6
30	1	0	110	98	108	0	0	10	0	main	22	6
30	1	0	96	98	108	0	0	10	0	main	22	6
30	1	0	114	98	108	0	0	10	0	main	22	6
30	1	0	98	109	108	0	1	10	0	main	22	6
30	1	0	111	99	108	0	1	10	0	main	22	6
30	1	0	109	106	108	0	1	10	0	main	22	6
30	1	0	106	106	108	0	0	10	1	main	22	6
30	1	0	109	106	108	0	0	10	0	main	22	6
30	1	0	123	106	108	0	1	10	1	main	22	6
30	1	0	95	113	108	0	0	10	0	main	22	6
30	1	0	110	102	108	0	1	10	0	main	22	6
30	1	0	108	112	108	0	0	10	0	main	22	6
30	1	0	119	112	108	0	1	10	1	main	22	6
30	1	0	107	112	108	0	0	10	0	main	22	6
30	1	0	126	112	108	0	1	10	0	main	22	6
30	1	0	105	112	108	0	0	10	0	main	22	6
30	1	0	97	112	108	0	1	10	0	main	22	6
30	1	0	81	112	108	0	1	10	0	main	22	6
30	1	0	81	90	108	0	1	10	0	main	22	6
30	1	0	106	90	108	0	1	10	0	main	22	6
30	1	0	240	99	250	1	0	10	0	main	22	6
30	1	0	263	251	250	0	0	10	0	main	22	6
30	1	0	246	251	250	0	0	10	0	main	22	6
30	1	0	229	251	250	0	0	10	0	main	22	6
30	1	0	255	232	250	0	1	10	0	main	22	6
30	1	0	233	245	250	0	0	10	0	main	22	6
30	1	0	243	231	250	0	0	10	1	main	22	6
30	1	0	250	244	250	0	0	10	0	main	22	6
30	1	0	256	244	250	0	0	10	0	main	22	6
30	1	0	271	251	276	1	1	10	0	main	22	6
30	1	0	280	269	276	0	0	10	0	main	22	6
30	1	0	291	280	276	0	0	10	0	main	22	6
30	1	0	272	287	276	0	1	10	0	main	22	6
30	1	0	276	275	276	0	0	10	1	main	22	6
30	1	0	267	283	276	0	0	10	0	main	22	6
30	1	0	272	274	276	0	1	10	1	main	22	6
30	1	0	294	274	276	0	1	10	0	main	22	6
30	1	0	124	291	134	1	1	10	1	main	22	6
30	1	0	127	122	134	0	1	10	0	main	22	6
30	1	0	141	122	134	0	1	10	0	main	22	6
30	1	0	120	136	134	0	0	10	0	main	22	6
30	1	0	147	127	134	0	1	10	1	main	22	6
30	1	0	125	127	134	0	0	10	0	main	22	6
30	1	0	140	127	134	0	1	10	0	main	22	6
30	1	0	139	127	134	0	1	10	1	main	22	6
30	1	0	137	133	134	0	1	10	0	main	22	6
30	1	0	153	133	134	0	0	10	0	main	22	6
30	1	0	134	151	134	0	1	10	0	main	22	6
30	1	0	129	137	134	0	0	10	0	main	22	6
30	1	0	143	137	134	0	0	10	0	main	22	6
30	1	0	122	137	134	0	0	10	0	main	22	6
30	1	0	138	131	134	0	0	10	0	main	22	6
30	1	0	153	131	134	0	0	10	0	main	22	6
30	1	0	143	145	134	0	0	10	0	main	22	6
30	1	0	127	145	134	0	1	10	0	main	22	6
30	1	0	144	126	134	0	1	10	0	main	22	6
30	1	0	139	142	134	0	0	10	1	main	22	6
30	1	0	127	137	134	0	0	10	0	main	22	6
30	1	0	258	124	259	1	1	10	0	main	22	6
30	1	0	247	263	259	0	0	10	0	main	22	6
30	1	0	249	258	259	0	0	10	0	main	22	6
30	1	0	205	258	237	1	0	10	0	main	22	6
30	1	0	226	213	237	0	0	10	0	main	22	6
30	1	0	232	222	237	0	1	10	1	main	22	6
30	1	0	249	232	237	0	1	10	0	main	22	6
30	1	0	228	253	237	0	0	10	0	main	22	6
30	1	0	103	236	93	1	0	10	0	main	22	6
30	1	0	103	106	93	0	1	10	0	main	22	6
