subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
84	3	1.0	72	123.00000000000004	72.0	1.0	0.0	15	150.0	stable_low	0
84	3	0.0	66	87.00000000000003	72.0	0.0	0.0	15	123.00000000000004	stable_low	1
84	3	0.0	63	72.00000000000001	72.0	0.0	0.01	15	87.00000000000003	stable_low	2
84	3	0.0	96	72.00000000000001	72.0	0.0	0.01	15	72.00000000000001	stable_low	3
84	3	0.0	72	93.00000000000003	72.0	0.0	0.01	15	72.00000000000001	stable_low	4
84	3	0.0	228	93.00000000000003	234.0	1.0	0.01	15	93.00000000000003	stable_low	5
84	3	0.0	225	233.99999999999972	234.0	0.0	0.02	15	93.00000000000003	stable_low	6
84	3	0.0	240	218.99999999999974	234.0	0.0	0.02	15	233.99999999999972	stable_low	7
84	3	0.0	240	236.99999999999966	234.0	0.0	0.03	15	218.99999999999974	stable_low	8
84	3	0.0	219	236.99999999999966	234.0	0.0	0.03	15	236.99999999999966	stable_low	9
84	3	0.0	222	227.99999999999974	234.0	0.0	0.04	15	236.99999999999966	stable_low	10
84	3	0.0	228	227.99999999999974	234.0	0.0	0.05	15	227.99999999999974	stable_low	11
84	3	0.0	213	227.99999999999974	234.0	0.0	0.06	15	227.99999999999974	stable_low	12
84	3	0.0	216	221.99999999999974	234.0	0.0	0.07	15	227.99999999999974	stable_low	13
84	3	0.0	246	221.99999999999974	234.0	0.0	0.07	15	221.99999999999974	stable_low	14
84	3	0.0	258	242.99999999999972	234.0	0.0	0.07	15	221.99999999999974	stable_low	15
84	3	0.0	249	254.9999999999996	234.0	0.0	0.08	15	242.99999999999972	stable_low	16
84	3	0.0	228	254.9999999999996	234.0	0.0	0.08	15	254.9999999999996	stable_low	17
84	3	0.0	243	236.99999999999966	234.0	0.0	0.09	15	254.9999999999996	stable_low	18
84	3	0.0	111	242.99999999999972	111.0	1.0	0.09	15	236.99999999999966	stable_low	19
84	3	0.0	123	108.00000000000004	111.0	0.0	0.09	15	242.99999999999972	stable_low	20
84	3	0.0	102	120.00000000000006	111.0	0.0	0.09	15	108.00000000000004	stable_low	21
84	3	0.0	108	111.00000000000004	111.0	0.0	0.1	15	120.00000000000006	stable_low	22
84	3	0.0	102	111.00000000000004	111.0	0.0	0.11	15	111.00000000000004	stable_low	23
84	3	0.0	108	111.00000000000004	111.0	0.0	0.12	15	111.00000000000004	stable_low	24
84	3	0.0	105	111.00000000000004	111.0	0.0	0.13	15	111.00000000000004	stable_low	25
84	3	0.0	249	111.00000000000004	219.0	1.0	0.13	15	111.00000000000004	stable_low	26
84	3	0.0	234	245.99999999999966	219.0	0.0	0.14	15	111.00000000000004	stable_low	27
84	3	0.0	204	245.99999999999966	219.0	0.0	0.14	15	245.99999999999966	stable_low	28
84	3	0.0	213	212.99999999999977	219.0	0.0	0.15	15	245.99999999999966	stable_low	29
84	3	0.0	216	212.99999999999977	219.0	0.0	0.16	15	212.99999999999977	stable_low	30
84	3	0.0	219	215.99999999999974	219.0	0.0	0.17	15	212.99999999999977	stable_low	31
84	3	0.0	234	218.99999999999974	219.0	0.0	0.17	15	215.99999999999974	stable_low	32
84	3	0.0	204	233.99999999999972	219.0	0.0	0.17	15	218.99999999999974	stable_low	33
84	3	0.0	144	212.99999999999977	126.0	1.0	0.17	15	233.99999999999972	stable_low	34
84	3	0.0	117	150.0	126.0	0.0	0.17	15	212.99999999999977	stable_low	35
84	3	0.0	138	123.00000000000004	126.0	0.0	0.17	15	150.0	stable_low	36
84	3	0.0	144	138.00000000000006	126.0	0.0	0.18	15	123.00000000000004	stable_low	37
84	3	0.0	132	138.00000000000006	126.0	0.0	0.19	15	138.00000000000006	stable_low	38
84	3	0.0	129	138.00000000000006	126.0	0.0	0.2	15	138.00000000000006	stable_low	39
84	3	0.0	123	138.00000000000006	126.0	0.0	0.21	15	138.00000000000006	stable_low	40
84	3	0.0	132	132.00000000000006	126.0	0.0	0.22	15	138.00000000000006	stable_low	41
84	3	0.0	114	132.00000000000006	126.0	0.0	0.22	15	132.00000000000006	stable_low	42
84	3	0.0	126	123.00000000000004	126.0	0.0	0.23	15	132.00000000000006	stable_low	43
84	3	0.0	159	123.00000000000004	126.0	0.0	0.23	15	123.00000000000004	stable_low	44
84	3	0.0	114	158.99999999999997	126.0	0.0	0.23	15	123.00000000000004	stable_low	45
84	3	0.0	111	123.00000000000004	126.0	0.0	0.24	15	158.99999999999997	stable_low	46
84	3	0.0	120	123.00000000000004	126.0	0.0	0.25	15	123.00000000000004	stable_low	47
84	3	0.0	135	123.00000000000004	126.0	0.0	0.25	15	123.00000000000004	stable_low	48
84	3	0.0	132	135.00000000000006	126.0	0.0	0.26	15	123.00000000000004	stable_low	49
84	3	0.0	135	135.00000000000006	126.0	0.0	0.27	15	135.00000000000006	stable_low	50
84	3	0.0	117	135.00000000000006	126.0	0.0	0.27	15	135.00000000000006	stable_low	51
84	3	0.0	135	126.00000000000006	126.0	0.0	0.28	15	135.00000000000006	stable_low	52
84	3	0.0	99	129.00000000000009	126.0	0.0	0.28	15	126.00000000000006	stable_low	53
84	3	0.0	111	108.00000000000004	126.0	0.0	0.29	15	129.00000000000009	stable_low	54
84	3	0.0	117	111.00000000000004	126.0	0.0	0.3	15	108.00000000000004	stable_low	55
84	3	0.0	114	114.00000000000004	126.0	0.0	0.31	15	111.00000000000004	stable_low	56
84	3	0.0	123	117.00000000000006	126.0	0.0	0.32	15	114.00000000000004	stable_low	57
84	3	0.0	144	120.00000000000006	126.0	0.0	0.32	15	117.00000000000006	stable_low	58
84	3	0.0	165	144.00000000000003	180.0	1.0	0.32	15	120.00000000000006	stable_low	59
84	3	0.0	192	161.99999999999994	180.0	0.0	0.32	15	144.00000000000003	stable_low	60
84	3	0.0	162	203.99999999999983	180.0	0.0	0.32	15	161.99999999999994	stable_low	61
84	3	0.0	198	164.99999999999997	180.0	0.0	0.32	15	203.99999999999983	stable_low	62
84	3	0.0	186	203.99999999999983	180.0	0.0	0.32	15	164.99999999999997	stable_low	63
84	3	0.0	132	191.99999999999983	129.0	1.0	0.32	15	203.99999999999983	stable_low	64
84	3	0.0	102	135.00000000000006	129.0	0.0	0.32	15	191.99999999999983	stable_low	65
84	3	0.0	132	111.00000000000004	129.0	0.0	0.32	15	135.00000000000006	stable_low	66
84	3	0.0	135	129.00000000000009	129.0	0.0	0.33	15	111.00000000000004	stable_low	67
84	3	0.0	162	129.00000000000009	129.0	0.0	0.33	15	129.00000000000009	stable_low	68
84	3	0.0	129	164.99999999999997	129.0	0.0	0.33	15	129.00000000000009	stable_low	69
84	3	0.0	99	129.00000000000009	129.0	0.0	0.33	15	164.99999999999997	stable_low	70
84	3	0.0	117	102.00000000000004	105.0	1.0	0.33	15	129.00000000000009	stable_low	71
84	3	0.0	114	114.00000000000004	105.0	0.0	0.34	15	102.00000000000004	stable_low	72
84	3	0.0	105	114.00000000000004	105.0	0.0	0.35	15	114.00000000000004	stable_low	73
84	3	0.0	114	114.00000000000004	105.0	0.0	0.36	15	114.00000000000004	stable_low	74
84	3	0.0	108	114.00000000000004	105.0	0.0	0.37	15	114.00000000000004	stable_low	75
84	3	0.0	108	114.00000000000004	105.0	0.0	0.38	15	114.00000000000004	stable_low	76
84	3	0.0	132	114.00000000000004	105.0	0.0	0.38	15	114.00000000000004	stable_low	77
84	3	0.0	99	132.00000000000006	105.0	0.0	0.38	15	114.00000000000004	stable_low	78
84	3	0.0	102	108.00000000000004	105.0	0.0	0.39	15	132.00000000000006	stable_low	79
84	3	0.0	99	108.00000000000004	105.0	0.0	0.4	15	108.00000000000004	stable_low	80
84	3	0.0	108	108.00000000000004	105.0	0.0	0.41	15	108.00000000000004	stable_low	81
84	3	0.0	102	108.00000000000004	105.0	0.0	0.42	15	108.00000000000004	stable_low	82
84	3	0.0	129	108.00000000000004	105.0	0.0	0.42	15	108.00000000000004	stable_low	83
84	3	0.0	117	129.00000000000009	114.0	1.0	0.43	15	108.00000000000004	stable_low	84
84	3	0.0	105	126.00000000000006	114.0	0.0	0.43	15	129.00000000000009	stable_low	85
84	3	0.0	132	111.00000000000004	114.0	0.0	0.43	15	126.00000000000006	stable_low	86
