-8.951371166049085559e+02,-1.115054542790960340e+03
-1.605976718592251700e+03,-1.610456353873240005e+03
-1.348247524067013728e+03,-1.342258562650546082e+03
-1.145691957958017838e+03,-1.223097387056472826e+03
-1.144874770640433098e+03,-1.208111761685370766e+03
-1.315367633132396350e+03,-1.340769047339565532e+03
-1.296442922108583844e+03,-1.345931059306227098e+03
-1.314110856190900449e+03,-1.356705004020050865e+03
-9.141755686480900067e+02,-1.132833035039987863e+03
-1.481984248710826023e+03,-1.515380060718446430e+03
-6.597674423880499717e+02,-1.060800446482228836e+03
-1.001068065241596173e+03,-1.020849993130901566e+03
-9.910111601828575658e+02,-1.004716315058348187e+03
-9.614344295352200334e+02,-1.228190374595109688e+03
-1.168646376391110152e+03,-1.357261801285340880e+03
-1.086984808408195704e+03,-1.125315613861004294e+03
-1.108073971420478756e+03,-1.141626731577467353e+03
-9.096576592887669221e+02,-1.000475283116774335e+03
-7.850330374303342751e+02,-1.080287545390846844e+03
-8.895198518562638128e+02,-9.785874269808970212e+02
-6.686088904338848806e+02,-9.275640300187139928e+02
-9.531992072626544541e+02,-1.199449813309654019e+03
-9.408130267032053098e+02,-1.187191147848346191e+03
-1.047977311534200908e+03,-1.168135785149832827e+03
-7.697030138271202304e+02,-9.366102739111911433e+02
-1.253253499171663407e+03,-1.254154307121462352e+03
-1.076547401657384398e+03,-1.174745901329635217e+03
-1.163675550950295474e+03,-1.157978721597312870e+03
-1.256124094185302965e+03,-1.288451953903996127e+03
-8.060029404015193677e+02,-1.239338865664255991e+03
-1.167358325115182197e+03,-1.324222373204575206e+03
-1.069239209000782012e+03,-1.174795726034267091e+03
