-1.397842501674316964e+03,-1.441156589849731290e+03
-4.331636188366016427e+02,-4.974342530779360914e+02
-8.219104559157109406e+02,-1.316120225827157356e+03
-6.655240529495027886e+02,-1.272561268556356026e+03
-8.630901458959252750e+02,-1.434262260501060837e+03
-9.503881057850059051e+02,-1.275906129711838503e+03
-1.096463665881059796e+03,-1.336332675215843892e+03
-1.401194266245551603e+02,-2.390248512423432885e+02
-4.210831719056842530e+02,-8.437951533294557294e+02
-6.257076153086081831e+02,-1.313783436639871979e+03
-6.754130297678659645e+02,-1.141388394217075529e+03
-9.658123311099135435e+02,-1.244069187715072076e+03
-1.007476348769117976e+03,-1.435818721096255331e+03
-1.265737957378670899e+03,-1.275745019896147824e+03
-5.274720643818960752e+02,-9.004092343580509805e+02
-4.346587297228896318e+02,-8.590360129958089601e+02
-9.302849998032102121e+02,-1.143239445151870541e+03
-5.237864926020671419e+02,-8.814713503056348145e+02
-1.036184530542535640e+03,-1.290344974110905696e+03
-1.212330993091246910e+03,-1.333027739601556050e+03
-6.969493499746080261e+02,-1.289510187738353807e+03
-9.363556774752869387e+02,-1.306820039732232544e+03
-1.685946594544478785e+03,-1.779566204964801045e+03
-1.027329087637961720e+03,-1.223131909018352189e+03
-2.854523372363667590e+02,-2.702730193443592839e+02
-4.799121169793269814e+02,-7.165853276469582624e+02
-1.262140180795003289e+03,-1.367803758646480674e+03
-4.206036964664929201e+02,-5.995287817386138158e+02
-6.232808611382210984e+02,-1.053886366654066933e+03
-9.237027447168364915e+02,-1.233759217836734706e+03
-8.538738104433433591e+02,-1.240584350801031860e+03
-7.615146611668724290e+02,-1.268255834134401539e+03
-9.748238595450444564e+02,-1.512216539690148693e+03
