-9.958245264651876596e+02,-1.282392451821781151e+03
-8.010676245581760213e+02,-1.055284080998871559e+03
-8.128297547590252634e+02,-1.286607595520658833e+03
-8.127318357954068233e+02,-1.185703190296246703e+03
-6.398718904912917651e+02,-9.585931364867109323e+02
-8.804099999856239265e+02,-1.085101784155271844e+03
-1.546575241707882242e+03,-1.540588789694910474e+03
-1.103653124203697416e+03,-1.383979080423419191e+03
-9.520969659708267727e+02,-1.281385132088755427e+03
-9.648451525954386625e+02,-1.381152322616795345e+03
-6.357055690839532645e+02,-1.118863586427681639e+03
-6.868224950498013186e+02,-1.224177226429510711e+03
-9.791406403552060738e+02,-9.969655195886034562e+02
-9.174893539346335274e+02,-1.213188937610031871e+03
-1.552316911708484895e+03,-1.561637704809895922e+03
-1.145577629176949131e+03,-1.265944517263965508e+03
-8.909734944089469764e+02,-1.211084127337227983e+03
-7.574193616581624156e+02,-1.159679759135638278e+03
-1.075827438843678237e+03,-1.256253206592907190e+03
-6.312879929932184950e+02,-1.018862267217616477e+03
-5.444407627022853831e+02,-9.529627709492398253e+02
-8.294399819448544804e+02,-1.232369855522593070e+03
-7.939013342001833280e+02,-1.185705076600726443e+03
-9.567665070410691897e+02,-1.186873349902840346e+03
-7.484977702349102628e+02,-1.358114989555167540e+03
-1.187133853384195845e+03,-1.347440311380117464e+03
-7.062172369372399316e+02,-1.167894891424085017e+03
-1.341163044906928690e+03,-1.361256284127162189e+03
-7.177327562373202454e+02,-1.224132679723760702e+03
-9.676438489660832829e+02,-1.228293984303282514e+03
-1.107570984129780300e+03,-1.353107176421914119e+03
-1.335292122194957756e+03,-1.329305779282748290e+03
-8.584110382717176435e+02,-1.247218211382141817e+03
-8.710483688087271048e+02,-1.151375446590713182e+03
-1.024226073068922915e+03,-1.206681322981446328e+03
