-1.034262483362749890e+03,-1.216698322091840282e+03
-1.225785136944994974e+03,-1.393341650325413184e+03
-1.386606681513211925e+03,-1.447656371811490772e+03
-5.575594682355836085e+02,-8.991781314294895537e+02
-1.015271770579739382e+03,-1.214759962997565935e+03
-1.163487115325212926e+03,-1.166498200998126549e+03
-1.035089512466776341e+03,-1.088811294721472450e+03
-1.072265924174951806e+03,-1.118677897937389162e+03
-6.768319886718448970e+02,-1.046774136570946439e+03
-9.546917537160758229e+02,-1.261446842201837399e+03
-6.767944835632496279e+02,-1.221670289388629271e+03
-1.111873510689713385e+03,-1.183336861062294247e+03
-1.224729421733737581e+03,-1.336155000876490476e+03
-6.749369471784502821e+02,-1.169944147687660234e+03
-1.457554687399227078e+03,-1.476184925643832457e+03
-1.014991512171518252e+03,-1.416837320557576959e+03
-1.451519512397560220e+03,-1.518106823280343860e+03
-1.466089446043384669e+03,-1.510889720595690960e+03
-1.460619342031104907e+03,-1.551445009249408713e+03
-1.213404298592361101e+03,-1.287205732730628824e+03
-1.428682431174928979e+03,-1.424931080909238062e+03
-8.533961768145040878e+02,-9.689451143813129192e+02
-7.602450730960446208e+02,-1.067081731400058970e+03
-1.080803743112633811e+03,-1.126219609235510916e+03
-1.306000943279117564e+03,-1.452117700323052986e+03
-1.289797159264118363e+03,-1.320924693548891810e+03
-1.169783096408962592e+03,-1.321349461337495086e+03
-1.413107684061151076e+03,-1.416293903689285571e+03
-8.250755107757755695e+02,-9.903889015933964401e+02
