subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
34	3	1.0	264	159.0	240.0	1.0	0.0	15	150.0	stable_high	0
34	3	0.0	237	246.00000000000023	240.0	0.0	0.15	15	159.0	stable_high	1
34	3	0.0	222	234.00000000000023	240.0	0.0	0.3	15	246.00000000000023	stable_high	2
34	3	0.0	237	213.00000000000017	240.0	0.0	0.3	15	234.00000000000023	stable_high	3
34	3	0.0	189	249.00000000000023	183.0	1.0	0.3	15	213.00000000000017	stable_high	4
34	3	0.0	162	249.00000000000023	183.0	0.0	0.3	15	249.00000000000023	stable_high	5
34	3	0.0	177	198.0000000000001	183.0	0.0	0.3	15	249.00000000000023	stable_high	6
34	3	0.0	162	198.0000000000001	183.0	0.0	0.3	15	198.0000000000001	stable_high	7
34	3	0.0	171	177.00000000000006	183.0	0.0	0.45	15	198.0000000000001	stable_high	8
34	3	0.0	186	159.0	183.0	0.0	0.45	15	177.00000000000006	stable_high	9
34	3	0.0	201	174.00000000000006	183.0	0.0	0.45	15	159.0	stable_high	10
34	3	0.0	183	189.0000000000001	183.0	0.0	0.6	15	174.00000000000006	stable_high	11
34	3	0.0	165	177.00000000000006	183.0	0.0	0.75	15	189.0000000000001	stable_high	12
34	3	0.0	177	159.0	183.0	0.0	0.75	15	177.00000000000006	stable_high	13
34	3	0.0	204	195.00000000000009	183.0	0.0	0.75	15	159.0	stable_high	14
34	3	0.0	162	183.00000000000006	183.0	0.0	0.75	15	195.00000000000009	stable_high	15
34	3	0.0	198	147.0	183.0	0.0	0.75	15	183.00000000000006	stable_high	16
34	3	0.0	195	180.00000000000006	183.0	0.0	0.75	15	147.0	stable_high	17
34	3	0.0	192	180.00000000000006	168.0	1.0	0.75	15	180.00000000000006	stable_high	18
34	3	0.0	132	186.0000000000001	168.0	0.0	0.75	15	180.00000000000006	stable_high	19
34	3	0.0	132	150.0	168.0	0.0	0.75	15	186.0000000000001	stable_high	20
34	3	0.0	165	150.0	168.0	0.0	0.75	15	150.0	stable_high	21
34	3	0.0	189	156.0	168.0	0.0	0.75	15	150.0	stable_high	22
34	3	0.0	147	204.0000000000001	168.0	0.0	0.75	15	156.0	stable_high	23
34	3	0.0	174	177.00000000000006	168.0	0.0	0.9	15	204.0000000000001	stable_high	24
34	3	0.0	180	162.00000000000006	168.0	0.0	0.9	15	177.00000000000006	stable_high	25
34	3	0.0	171	171.00000000000006	168.0	0.0	1.05	15	162.00000000000006	stable_high	26
34	3	0.0	177	156.0	168.0	0.0	1.05	15	171.00000000000006	stable_high	27
34	3	0.0	156	165.00000000000006	168.0	0.0	1.2	15	156.0	stable_high	28
34	3	0.0	147	147.0	168.0	0.0	1.35	15	165.00000000000006	stable_high	29
34	3	0.0	186	165.00000000000006	168.0	0.0	1.35	15	147.0	stable_high	30
34	3	0.0	162	180.00000000000006	168.0	0.0	1.35	15	165.00000000000006	stable_high	31
34	3	0.0	192	150.0	168.0	0.0	1.35	15	180.00000000000006	stable_high	32
34	3	0.0	171	213.00000000000017	168.0	0.0	1.35	15	150.0	stable_high	33
34	3	0.0	168	186.0000000000001	168.0	0.0	1.35	15	213.00000000000017	stable_high	34
34	3	0.0	177	183.00000000000006	168.0	0.0	1.5	15	186.0000000000001	stable_high	35
34	3	0.0	189	180.00000000000006	168.0	0.0	1.5	15	183.00000000000006	stable_high	36
34	3	0.0	165	192.00000000000009	168.0	0.0	1.5	15	180.00000000000006	stable_high	37
34	3	0.0	177	180.00000000000006	168.0	0.0	1.65	15	192.00000000000009	stable_high	38
34	3	0.0	174	168.00000000000006	168.0	0.0	1.8	15	180.00000000000006	stable_high	39
