subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	z_t	cond	ip	saw	init_rt	rt
79	4	1	201	150	197	0	1	17.5	0	150	main_noPush	21	35	NaN	9.03945226804353
79	4	0	201	201	197	0	0.25	17.5	1	150	main_noPush	21	35	0.0774842109531164	1.99900626100134
79	4	0	208	201	197	0	1	17.5	0	201	main_noPush	21	35	NaN	1.44478990696371
79	4	0	182	201	197	0	1	17.5	0	201	main_noPush	21	35	NaN	0.0252400909084827
79	4	0	211	197.5	197	0	0.25	17.5	0	201	main_noPush	21	35	0.708986581070349	1.28276762005407
79	4	0	217	197.5	197	0	0.25	17.5	0	197.5	main_noPush	21	35	NaN	0.0247726000379771
79	4	0	190	203	197	0	1	17.5	1	197.5	main_noPush	21	35	0.788616672973149	1.76438927906565
79	4	0	196	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.0253284110222012
79	4	0	189	203	197	0	0.25	17.5	0	203	main_noPush	21	35	NaN	1.43049490009435
79	4	0	194	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.498611242044717
79	4	0	203	203	197	0	0.25	17.5	0	203	main_noPush	21	35	NaN	0.260894367005676
79	4	0	213	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.0243784330086783
79	4	0	204	203	197	0	0.25	17.5	0	203	main_noPush	21	35	NaN	0.0247884759446606
79	4	0	208	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.426943470956758
79	4	0	203	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.0494567939313129
79	4	0	208	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.379013010999188
79	4	0	188	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.238802351988852
79	4	0	214	203	197	0	1	17.5	0	203	main_noPush	21	35	NaN	0.353426108020358
79	4	0	152	203	140	1	0.25	17.5	0	203	main_noPush	21	35	NaN	0.190496285911649
79	4	0	153	144.5	140	0	1	17.5	0	203	main_noPush	21	35	0.19080907991156	2.29748110892251
79	4	0	158	144.5	140	0	1	17.5	0	144.5	main_noPush	21	35	NaN	0.541202024091035
79	4	0	125	147	140	0	1	17.5	0	144.5	main_noPush	21	35	0.307418109034188	0.825596358976327
79	4	0	162	141.5	140	0	1	17.5	0	147	main_noPush	21	35	0.869282457977533	1.88911346101668
79	4	0	80	143.5	87	1	1	17.5	1	141.5	main_noPush	21	35	0.265076983021572	1.11966731504072
79	4	0	97	76	87	0	0.25	17.5	0	143.5	main_noPush	21	35	0.00247235898859799	2.38757880008779
79	4	0	86	79.5	87	0	0.25	17.5	0	76	main_noPush	21	35	0.780588952940889	1.39821109490003
79	4	0	115	79.5	87	0	1	17.5	1	79.5	main_noPush	21	35	NaN	0.287096605054103
79	4	0	75	79.5	87	0	0.25	17.5	0	79.5	main_noPush	21	35	NaN	0.523092523100786
79	4	0	84	79.5	87	0	0.25	17.5	0	79.5	main_noPush	21	35	NaN	0.0280952480388805
79	4	0	115	79.5	87	0	1	17.5	0	79.5	main_noPush	21	35	NaN	0.0975723010487854
79	4	0	125	72.5	87	0	0.25	17.5	0	79.5	main_noPush	21	35	0.336561639909633	1.35952316899784
79	4	0	88	126.5	87	0	1	17.5	0	72.5	main_noPush	21	35	0.0999197360360995	1.69519501901232
79	4	0	92	99.5	87	0	1	17.5	0	126.5	main_noPush	21	35	0.193306889035739	1.06929929996841
79	4	0	89	99.5	87	0	0.25	17.5	0	99.5	main_noPush	21	35	NaN	0.0246404930949211
79	4	0	76	99.5	87	0	0.25	17.5	1	99.5	main_noPush	21	35	NaN	0.0265438909409568
79	4	0	112	93.5	87	0	1	17.5	0	99.5	main_noPush	21	35	2.35726212302689	2.94904915802181
79	4	0	78	95.5	87	0	1	17.5	0	93.5	main_noPush	21	35	0.00262000202201307	0.501507512060925
79	4	0	110	96.5	87	0	1	17.5	0	95.5	main_noPush	21	35	0.00262926903087646	0.498454920016229
79	4	0	111	96.5	87	0	1	17.5	0	96.5	main_noPush	21	35	NaN	0.0253358600893989
79	4	0	87	96.5	87	0	1	17.5	0	96.5	main_noPush	21	35	NaN	0.0258439279859886
79	4	0	101	96.5	87	0	0.25	17.5	0	96.5	main_noPush	21	35	NaN	0.0248804349685088
79	4	0	60	96.5	87	0	1	17.5	1	96.5	main_noPush	21	35	NaN	0.0278639189200476
79	4	0	59	86	87	0	1	17.5	0	96.5	main_noPush	21	35	0.454230280010961	1.39831052802037
79	4	0	90	59	87	0	0.25	17.5	0	86	main_noPush	21	35	0.119865302112885	0.808585486025549
79	4	0	65	81	87	0	0.25	17.5	1	59	main_noPush	21	35	0.00250509602483362	2.8623469970189
79	4	0	60	81	87	0	1	17.5	0	81	main_noPush	21	35	NaN	0.167592250974849
79	4	0	12	82.5	8	1	1	17.5	0	81	main_noPush	21	35	0.988046552985907	2.11471873894334
79	4	0	35	22.5	8	0	1	17.5	0	82.5	main_noPush	21	35	0.451002941001207	1.83024211903103
79	4	0	7	22.5	8	0	0.25	17.5	0	22.5	main_noPush	21	35	NaN	0.168903912999667
79	4	0	31	22.5	8	0	0.25	17.5	0	22.5	main_noPush	21	35	NaN	0.02489592297934
79	4	0	8	22.5	8	0	0.25	17.5	0	22.5	main_noPush	21	35	NaN	0.544938187929802
79	4	0	19	22.5	8	0	0.25	17.5	0	22.5	main_noPush	21	35	NaN	0.494345291052014
79	4	0	8	22.5	8	0	1	17.5	0	22.5	main_noPush	21	35	NaN	0.377337150042877
79	4	0	206	22.5	195	1	1	17.5	0	22.5	main_noPush	21	35	NaN	0.428878368926235
79	4	0	191	205.5	195	0	1	17.5	0	22.5	main_noPush	21	35	0.196728091104887	4.14234021003358
79	4	0	211	198	195	0	0.25	17.5	1	205.5	main_noPush	21	35	1.02289326803293	2.11827253806405
79	4	0	216	198	195	0	1	17.5	0	198	main_noPush	21	35	NaN	0.0500702999997884
79	4	0	211	204	195	0	1	17.5	0	198	main_noPush	21	35	0.942347556003369	1.53658945497591
79	4	0	195	204	195	0	0.25	17.5	0	204	main_noPush	21	35	NaN	0.026127465069294
79	4	0	218	204	195	0	1	17.5	0	204	main_noPush	21	35	NaN	0.260726795997471
79	4	0	171	204	195	0	0.25	17.5	0	204	main_noPush	21	35	NaN	0.284881915082224
79	4	0	200	183	195	0	1	17.5	0	204	main_noPush	21	35	0.403801070991904	1.06323432107456
79	4	0	107	186	117	1	0.25	17.5	0	183	main_noPush	21	35	0.804144138004631	1.50881373602897
79	4	0	117	139.5	117	0	1	17.5	0	186	main_noPush	21	35	0.00271000596694648	2.10145644203294
79	4	0	147	120	117	0	1	17.5	0	139.5	main_noPush	21	35	0.00270572199951857	0.786368738976307
79	4	0	109	127.5	117	0	0.25	17.5	0	120	main_noPush	21	35	0.145777040044777	0.812064516008832
79	4	0	90	127.5	117	0	0.25	17.5	0	127.5	main_noPush	21	35	NaN	0.0995976709527895
79	4	0	80	82.5	117	0	1	17.5	0	127.5	main_noPush	21	35	0.00270620395895094	1.47881162795238
79	4	0	107	82.5	117	0	0.25	17.5	0	82.5	main_noPush	21	35	NaN	0.121380174998194
79	4	0	123	97.5	117	0	0.25	17.5	0	82.5	main_noPush	21	35	0.402987787034363	3.55386485205963
79	4	0	130	114	117	0	0.25	17.5	0	97.5	main_noPush	21	35	0.00326537305954844	0.70997189602349
79	4	0	128	120	117	0	1	17.5	0	114	main_noPush	21	35	0.495176568976603	0.964967258041725
79	4	0	94	120	117	0	1	17.5	0	120	main_noPush	21	35	NaN	0.0978158519137651
79	4	0	112	102	117	0	1	17.5	0	120	main_noPush	21	35	0.0031663520494476	1.02258360409178
79	4	0	129	102	117	0	0.25	17.5	0	102	main_noPush	21	35	NaN	0.124685597023927
79	4	0	128	118.5	117	0	1	17.5	0	102	main_noPush	21	35	0.822542489040643	2.82316030806396
