subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
31	1	1	253	144	251	0	0	10	0	main
31	1	0	249	222	251	0	0	10	0	main
31	1	0	257	235	251	0	1	10	0	main
31	1	0	255	250	251	0	1	10	0	main
31	1	0	248	250	251	0	1	10	0	main
31	1	0	94	256	91	1	0	10	1	main
31	1	0	95	199	91	0	0	10	0	main
31	1	0	100	135	91	0	0	10	0	main
31	1	0	99	120	91	0	1	10	0	main
31	1	0	85	106	67	1	1	10	0	main
31	1	0	76	90	67	0	1	10	0	main
31	1	0	69	85	67	0	0	10	0	main
31	1	0	85	85	67	0	0	10	0	main
31	1	0	81	85	67	0	1	10	0	main
31	1	0	68	85	67	0	1	10	0	main
31	1	0	257	78	254	1	1	10	0	main
31	1	0	245	239	254	0	0	10	0	main
31	1	0	265	239	254	0	1	10	0	main
31	1	0	172	261	176	1	0	10	0	main
31	1	0	185	236	176	0	0	10	0	main
31	1	0	169	210	176	0	0	10	0	main
31	1	0	175	193	176	0	1	10	0	main
31	1	0	170	181	176	0	0	10	1	main
31	1	0	192	181	176	0	0	10	1	main
31	1	0	158	181	176	0	0	10	1	main
31	1	0	168	170	176	0	0	10	0	main
31	1	0	238	170	225	1	1	10	0	main
31	1	0	238	234	225	0	1	10	0	main
31	1	0	241	232	225	0	1	10	1	main
31	1	0	222	232	225	0	0	10	0	main
31	1	0	231	232	225	0	0	10	0	main
31	1	0	227	232	225	0	0	10	0	main
31	1	0	237	232	225	0	1	10	0	main
31	1	0	227	232	225	0	1	10	0	main
31	1	0	229	232	225	0	1	10	0	main
31	1	0	228	232	225	0	1	10	0	main
31	1	0	221	232	225	0	1	10	0	main
31	1	0	236	232	225	0	1	10	0	main
31	1	0	233	232	225	0	0	10	0	main
31	1	0	156	232	145	1	1	10	0	main
31	1	0	144	186	145	0	0	10	0	main
31	1	0	138	168	145	0	0	10	0	main
31	1	0	138	154	145	0	0	10	0	main
31	1	0	149	149	145	0	0	10	0	main
31	1	0	139	149	145	0	1	10	0	main
31	1	0	287	144	276	1	0	10	0	main
31	1	0	279	272	276	0	0	10	0	main
31	1	0	277	272	276	0	0	10	0	main
31	1	0	282	272	276	0	0	10	0	main
31	1	0	277	282	265	1	1	10	1	main
31	1	0	254	282	265	0	0	10	0	main
31	1	0	275	271	265	0	1	10	0	main
31	1	0	247	271	265	0	1	10	0	main
31	1	0	264	258	265	0	1	10	0	main
31	1	0	270	258	265	0	1	10	0	main
31	1	0	271	267	265	0	1	10	1	main
31	1	0	256	267	265	0	1	10	1	main
31	1	0	260	267	265	0	1	10	0	main
31	1	0	279	263	265	0	0	10	0	main
31	1	0	254	263	265	0	0	10	0	main
31	1	0	250	263	265	0	1	10	0	main
31	1	0	265	263	265	0	0	10	0	main
31	1	0	272	263	265	0	1	10	0	main
31	1	0	273	263	265	0	1	10	0	main
