subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
4	1	1	259	150	261	0	0	10	1	main
4	1	0	271	203	261	0	1	10	0	main
4	1	0	260	242	261	0	1	10	0	main
4	1	0	246	242	261	0	1	10	0	main
4	1	0	258	243	261	0	0	10	0	main
4	1	0	272	243	261	0	1	10	0	main
4	1	0	265	256	261	0	0	10	0	main
4	1	0	259	256	261	0	1	10	1	main
4	1	0	116	256	121	1	1	10	1	main
4	1	0	132	178	121	0	1	10	1	main
4	1	0	111	178	121	0	0	10	0	main
4	1	0	174	151	178	1	1	10	0	main
4	1	0	170	173	178	0	1	10	0	main
4	1	0	167	163	178	0	0	10	0	main
4	1	0	166	173	178	0	0	10	0	main
4	1	0	178	169	178	0	0	10	0	main
4	1	0	168	174	178	0	0	10	0	main
4	1	0	157	174	178	0	0	10	0	main
4	1	0	170	174	178	0	0	10	0	main
4	1	0	129	174	122	1	0	10	0	main
4	1	0	110	131	122	0	0	10	1	main
4	1	0	108	131	122	0	1	10	0	main
4	1	0	113	131	122	0	0	10	0	main
4	1	0	115	124	122	0	0	10	0	main
4	1	0	125	120	122	0	0	10	1	main
4	1	0	118	120	122	0	0	10	0	main
4	1	0	125	120	122	0	1	10	0	main
4	1	0	149	120	122	0	0	10	0	main
4	1	0	135	145	142	1	0	10	0	main
4	1	0	151	141	142	0	1	10	0	main
4	1	0	144	142	142	0	0	10	0	main
4	1	0	150	142	142	0	0	10	1	main
4	1	0	136	142	142	0	0	10	0	main
4	1	0	148	142	142	0	0	10	1	main
4	1	0	136	142	142	0	1	10	1	main
4	1	0	140	142	142	0	0	10	0	main
4	1	0	139	142	142	0	1	10	0	main
4	1	0	130	142	142	0	1	10	0	main
4	1	0	144	142	142	0	1	10	0	main
4	1	0	140	142	142	0	0	10	0	main
4	1	0	159	142	142	0	1	10	0	main
4	1	0	283	142	266	1	0	10	0	main
4	1	0	268	226	266	0	0	10	0	main
4	1	0	275	256	266	0	0	10	0	main
4	1	0	259	275	266	0	0	10	0	main
4	1	0	254	275	266	0	0	10	0	main
4	1	0	267	274	266	0	0	10	0	main
4	1	0	260	273	266	0	0	10	0	main
4	1	0	254	272	266	0	0	10	0	main
4	1	0	262	268	266	0	0	10	0	main
4	1	0	280	267	266	0	1	10	0	main
4	1	0	266	278	266	0	0	10	0	main
4	1	0	251	278	266	0	0	10	0	main
4	1	0	267	278	266	0	0	10	0	main
4	1	0	263	278	266	0	0	10	0	main
4	1	0	268	278	266	0	0	10	1	main
4	1	0	255	278	266	0	0	10	1	main
4	1	0	271	278	266	0	0	10	0	main
4	1	0	274	278	266	0	1	10	0	main
4	1	0	270	278	266	0	1	10	0	main
4	1	0	258	278	266	0	0	10	1	main
4	1	0	266	278	266	0	1	10	0	main
4	1	0	168	278	185	1	0	10	1	main
4	1	0	187	223	185	0	1	10	0	main
4	1	0	185	212	185	0	0	10	0	main
4	1	0	164	205	185	0	1	10	0	main
4	1	0	196	189	185	0	1	10	0	main
4	1	0	174	189	185	0	1	10	0	main
4	1	0	181	189	185	0	0	10	1	main
4	1	0	204	189	185	0	1	10	0	main
4	1	0	190	189	185	0	1	10	0	main
4	1	0	181	189	185	0	0	10	0	main
4	1	0	161	189	185	0	1	10	0	main
4	1	0	187	157	185	0	1	10	0	main
4	1	0	179	171	185	0	1	10	1	main
4	1	0	181	171	185	0	1	10	0	main
4	1	0	198	171	185	0	0	10	0	main
4	1	0	195	201	185	0	0	10	0	main
4	1	0	192	201	185	0	0	10	0	main
4	1	0	167	201	185	0	1	10	0	main
4	1	0	176	169	185	0	0	10	0	main
4	1	0	167	169	168	1	1	10	0	main
4	1	0	169	169	168	0	0	10	0	main
4	1	0	166	169	168	0	1	10	0	main
4	1	0	168	169	168	0	1	10	0	main
4	1	0	164	169	168	0	1	10	1	main
4	1	0	170	169	168	0	0	10	0	main
4	1	0	263	169	254	1	0	10	0	main
4	1	0	236	230	254	0	1	10	1	main
4	1	0	241	233	254	0	0	10	0	main
4	1	0	256	233	254	0	0	10	0	main
4	1	0	256	233	254	0	0	10	0	main
4	1	0	272	233	254	0	0	10	0	main
4	1	0	275	233	254	0	0	10	0	main
4	1	0	274	233	254	0	1	10	0	main
4	1	0	264	256	254	0	1	10	0	main
4	1	0	255	256	254	0	1	10	0	main
4	1	0	239	256	254	0	1	10	0	main
4	1	0	254	256	254	0	0	10	0	main
4	1	0	255	256	254	0	0	10	0	main
4	1	0	256	256	254	0	1	10	0	main
4	1	0	252	256	254	0	0	10	0	main
4	1	0	260	256	254	0	1	10	0	main
4	1	0	265	256	254	0	0	10	0	main
4	1	0	249	256	254	0	1	10	0	main
4	1	0	258	256	254	0	0	10	0	main
4	1	0	270	256	254	0	0	10	0	main
4	1	0	243	256	254	0	0	10	1	main
4	1	0	257	256	254	0	1	10	0	main
4	1	0	103	256	99	1	1	10	0	main
4	1	0	86	171	99	0	1	10	0	main
4	1	0	89	105	99	0	0	10	0	main
4	1	0	91	105	99	0	0	10	0	main
4	1	0	81	105	99	0	1	10	0	main
4	1	0	101	105	99	0	0	10	1	main
4	1	0	94	105	99	0	1	10	0	main
4	1	0	90	105	99	0	1	10	0	main
4	1	0	84	105	99	0	1	10	1	main
4	1	0	100	105	80	1	0	10	0	main
4	1	0	89	105	80	0	1	10	0	main
4	1	0	88	96	80	0	1	10	0	main
4	1	0	85	96	80	0	1	10	0	main
4	1	0	95	96	80	0	1	10	0	main
4	1	0	75	96	80	0	1	10	0	main
4	1	0	96	96	80	0	0	10	1	main
4	1	0	96	96	80	0	0	10	0	main
4	1	0	102	96	80	0	0	10	0	main
4	1	0	79	96	80	0	0	10	1	main
4	1	0	88	96	80	0	1	10	0	main
4	1	0	60	96	80	0	1	10	1	main
4	1	0	84	68	80	0	0	10	0	main
4	1	0	54	80	80	0	1	10	0	main
4	1	0	85	70	80	0	1	10	0	main
4	1	0	85	70	80	0	0	10	0	main
4	1	0	84	70	80	0	1	10	0	main
4	1	0	24	70	21	1	0	10	0	main
4	1	0	26	51	21	0	1	10	0	main
4	1	0	14	38	21	0	0	10	0	main
4	1	0	124	26	124	1	1	10	0	main
4	1	0	105	103	124	0	0	10	0	main
4	1	0	111	103	124	0	1	10	0	main
4	1	0	102	103	124	0	1	10	0	main
4	1	0	115	103	124	0	0	10	0	main
4	1	0	133	115	124	0	1	10	0	main
4	1	0	179	123	175	1	0	10	0	main
4	1	0	177	148	175	0	0	10	0	main
4	1	0	166	148	175	0	1	10	0	main
4	1	0	192	148	175	0	0	10	0	main
4	1	0	163	176	175	0	0	10	1	main
4	1	0	79	176	75	1	1	10	0	main
4	1	0	72	101	75	0	0	10	0	main
4	1	0	70	83	75	0	0	10	0	main
4	1	0	75	83	75	0	0	10	0	main
4	1	0	90	83	75	0	1	10	0	main
4	1	0	68	83	75	0	1	10	0	main
4	1	0	72	83	75	0	0	10	0	main
4	1	0	60	83	75	0	0	10	0	main
4	1	0	87	64	75	0	1	10	0	main
4	1	0	114	91	108	1	1	10	0	main
4	1	0	106	108	108	0	1	10	0	main
4	1	0	114	108	108	0	0	10	1	main
4	1	0	111	108	108	0	0	10	1	main
4	1	0	107	108	108	0	1	10	0	main
