subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
62	3	1.0	264	204.0000000000001	240.0	1.0	0.0	15	150.0	stable_low	0
62	3	0.0	237	240.00000000000023	240.0	0.0	0.01	15	204.0000000000001	stable_low	1
62	3	0.0	222	255.00000000000026	240.0	0.0	0.01	15	240.00000000000023	stable_low	2
62	3	0.0	237	255.00000000000026	240.0	0.0	0.01	15	255.00000000000026	stable_low	3
62	3	0.0	189	249.00000000000023	183.0	1.0	0.01	15	255.00000000000026	stable_low	4
62	3	0.0	162	231.00000000000023	183.0	0.0	0.01	15	249.00000000000023	stable_low	5
62	3	0.0	177	140.99999999999997	183.0	0.0	0.01	15	231.00000000000023	stable_low	6
62	3	0.0	162	140.99999999999997	183.0	0.0	0.01	15	140.99999999999997	stable_low	7
62	3	0.0	171	147.0	183.0	0.0	0.01	15	140.99999999999997	stable_low	8
62	3	0.0	186	162.00000000000006	183.0	0.0	0.01	15	147.0	stable_low	9
62	3	0.0	201	180.00000000000006	183.0	0.0	0.01	15	162.00000000000006	stable_low	10
62	3	0.0	183	225.00000000000017	183.0	0.0	0.01	15	180.00000000000006	stable_low	11
62	3	0.0	165	207.00000000000017	183.0	0.0	0.01	15	225.00000000000017	stable_low	12
62	3	0.0	177	165.00000000000006	183.0	0.0	0.01	15	207.00000000000017	stable_low	13
62	3	0.0	204	174.00000000000006	183.0	0.0	0.01	15	165.00000000000006	stable_low	14
62	3	0.0	162	192.00000000000009	183.0	0.0	0.01	15	174.00000000000006	stable_low	15
62	3	0.0	198	186.0000000000001	183.0	0.0	0.01	15	192.00000000000009	stable_low	16
62	3	0.0	195	189.0000000000001	183.0	0.0	0.02	15	186.0000000000001	stable_low	17
62	3	0.0	192	210.00000000000017	168.0	1.0	0.02	15	189.0000000000001	stable_low	18
62	3	0.0	132	210.00000000000017	168.0	0.0	0.02	15	210.00000000000017	stable_low	19
62	3	0.0	132	113.99999999999991	168.0	0.0	0.02	15	210.00000000000017	stable_low	20
62	3	0.0	165	116.99999999999991	168.0	0.0	0.02	15	113.99999999999991	stable_low	21
62	3	0.0	189	143.99999999999997	168.0	0.0	0.02	15	116.99999999999991	stable_low	22
62	3	0.0	147	156.0	168.0	0.0	0.03	15	143.99999999999997	stable_low	23
62	3	0.0	174	128.99999999999997	168.0	0.0	0.03	15	156.0	stable_low	24
62	3	0.0	180	128.99999999999997	168.0	0.0	0.03	15	128.99999999999997	stable_low	25
62	3	0.0	171	143.99999999999997	168.0	0.0	0.03	15	128.99999999999997	stable_low	26
62	3	0.0	177	162.00000000000006	168.0	0.0	0.03	15	143.99999999999997	stable_low	27
