subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
128	2	1	124	150	133	0	0	10	0	main
128	2	0	123	122	133	0	0	10	0	main
128	2	0	134	123	133	0	1	10	0	main
128	2	0	224	139	220	1	1	10	0	main
128	2	0	235	229	220	0	1	10	0	main
128	2	0	230	235	220	0	0	10	0	main
128	2	0	71	226	46	1	0	10	0	main
128	2	0	31	66	46	0	0	10	0	main
128	2	0	43	27	46	0	1	10	0	main
128	2	0	77	43	76	1	0	10	0	main
128	2	0	83	81	76	0	0	10	0	main
128	2	0	67	91	76	0	0	10	0	main
128	2	0	81	65	76	0	1	10	0	main
128	2	0	73	75	57	1	0	10	0	main
128	2	0	54	73	57	0	1	10	0	main
128	2	0	66	45	57	0	0	10	0	main
128	2	0	83	57	57	0	0	10	0	main
128	2	0	59	81	57	0	1	10	0	main
128	2	0	45	69	57	0	0	10	0	main
128	2	0	49	42	57	0	1	10	0	main
128	2	0	54	45	57	0	1	10	0	main
128	2	0	29	57	33	1	1	10	0	main
128	2	0	39	21	33	0	1	10	0	main
128	2	0	43	39	33	0	0	10	1	main
128	2	0	23	43	33	0	0	10	0	main
128	2	0	23	19	33	0	1	10	0	main
128	2	0	37	23	33	0	0	10	0	main
128	2	0	20	40	33	0	0	10	0	main
128	2	0	20	27	33	0	1	10	0	main
128	2	0	30	25	33	0	1	10	0	main
128	2	0	32	26	33	0	0	10	0	main
128	2	0	38	31	33	0	1	10	0	main
128	2	0	46	33	33	0	0	10	0	main
128	2	0	162	35	157	1	0	10	0	main
128	2	0	146	166	157	0	1	10	0	main
128	2	0	167	150	157	0	0	10	0	main
128	2	0	168	152	157	0	0	10	0	main
128	2	0	161	165	157	0	0	10	0	main
128	2	0	158	159	157	0	0	10	0	main
128	2	0	151	161	157	0	1	10	0	main
128	2	0	96	150	97	1	0	10	0	main
128	2	0	100	93	97	0	0	10	0	main
128	2	0	90	102	97	0	1	10	0	main
128	2	0	83	89	97	0	0	10	0	main
128	2	0	96	80	97	0	1	10	0	main
128	2	0	118	88	97	0	1	10	0	main
128	2	0	102	120	97	0	0	10	0	main
128	2	0	97	106	97	0	0	10	0	main
128	2	0	110	93	97	0	0	10	0	main
128	2	0	105	111	97	0	1	10	0	main
128	2	0	104	102	97	0	0	10	0	main
128	2	0	103	104	97	0	0	10	1	main
128	2	0	82	103	97	0	0	10	0	main
128	2	0	106	82	97	0	0	10	0	main
128	2	0	84	107	97	0	1	10	0	main
128	2	0	88	86	97	0	1	10	0	main
128	2	0	98	88	97	0	1	10	0	main
128	2	0	95	90	97	0	0	10	0	main
128	2	0	48	94	47	1	1	10	0	main
128	2	0	51	48	47	0	0	10	0	main
128	2	0	53	50	47	0	0	10	0	main
128	2	0	54	52	47	0	0	10	0	main
128	2	0	66	53	78	1	0	10	0	main
128	2	0	80	70	78	0	0	10	0	main
128	2	0	86	89	78	0	0	10	0	main
128	2	0	74	83	78	0	0	10	0	main
128	2	0	93	66	78	0	0	10	0	main
128	2	0	81	82	78	0	1	10	1	main
