subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
120	2	1	245	190	238	0	0	10	0	main
120	2	0	225	243	238	0	0	10	0	main
120	2	0	247	232	238	0	1	10	0	main
120	2	0	232	240	238	0	0	10	0	main
120	2	0	250	240	238	0	0	10	0	main
120	2	0	233	231	238	0	0	10	0	main
120	2	0	258	243	238	0	0	10	0	main
120	2	0	236	243	238	0	0	10	1	main
120	2	0	221	236	238	0	0	10	0	main
120	2	0	243	218	238	0	1	10	0	main
120	2	0	240	250	238	0	1	10	0	main
120	2	0	235	224	238	0	0	10	0	main
120	2	0	225	238	238	0	1	10	0	main
120	2	0	248	242	238	0	0	10	1	main
120	2	0	227	235	238	0	1	10	0	main
120	2	0	234	232	238	0	0	10	0	main
120	2	0	223	244	238	0	0	10	0	main
120	2	0	232	224	238	0	0	10	0	main
120	2	0	66	227	68	1	0	10	0	main
120	2	0	72	68	68	0	0	10	0	main
120	2	0	76	70	68	0	0	10	0	main
120	2	0	153	76	141	1	0	10	0	main
120	2	0	150	155	141	0	0	10	0	main
120	2	0	135	152	141	0	1	10	0	main
120	2	0	241	131	250	1	1	10	0	main
120	2	0	252	239	250	0	0	10	0	main
120	2	0	256	256	250	0	0	10	0	main
120	2	0	296	256	278	1	1	10	0	main
120	2	0	272	275	278	0	0	10	0	main
120	2	0	286	275	278	0	1	10	0	main
120	2	0	67	279	72	1	0	10	0	main
120	2	0	78	61	72	0	0	10	1	main
120	2	0	68	66	72	0	1	10	0	main
120	2	0	59	66	72	0	1	10	0	main
120	2	0	35	58	21	1	1	10	0	main
120	2	0	36	24	21	0	0	10	0	main
120	2	0	3	24	21	0	1	10	0	main
120	2	0	27	13	21	0	1	10	0	main
120	2	0	14	28	21	0	0	10	0	main
120	2	0	30	17	21	0	0	10	0	main
120	2	0	4	30	21	0	1	10	0	main
120	2	0	16	30	21	0	0	10	0	main
120	2	0	22	24	21	0	1	10	0	main
120	2	0	19	24	21	0	1	10	0	main
120	2	0	15	24	21	0	0	10	1	main
120	2	0	13	24	21	0	0	10	0	main
120	2	0	19	19	21	0	1	10	0	main
120	2	0	17	19	21	0	0	10	0	main
120	2	0	13	19	21	0	0	10	0	main
120	2	0	30	17	21	0	1	10	0	main
