subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
56	3	1	21	150	18	0	0	10	0	main
56	3	0	17	21	18	0	1	10	0	main
56	3	0	8	17	18	0	1	10	0	main
56	3	0	104	13	102	1	1	10	0	main
56	3	0	99	109	102	0	0	10	0	main
56	3	0	93	104	102	0	0	10	0	main
56	3	0	98	98	102	0	0	10	0	main
56	3	0	88	98	102	0	1	10	0	main
56	3	0	50	93	33	1	1	10	0	main
56	3	0	29	35	33	0	1	10	1	main
56	3	0	2	30	33	0	1	10	0	main
56	3	0	43	0	33	0	0	10	0	main
56	3	0	44	42	33	0	0	10	0	main
56	3	0	37	42	33	0	1	10	0	main
56	3	0	198	35	193	1	1	10	1	main
56	3	0	209	197	193	0	0	10	0	main
56	3	0	186	204	193	0	1	10	0	main
56	3	0	200	198	193	0	1	10	0	main
56	3	0	264	198	255	1	1	10	0	main
56	3	0	252	261	255	0	0	10	0	main
56	3	0	258	257	255	0	0	10	0	main
56	3	0	298	257	289	1	0	10	0	main
56	3	0	275	292	289	0	0	10	0	main
56	3	0	281	286	289	0	1	10	0	main
56	3	0	72	282	72	1	0	10	0	main
56	3	0	60	69	72	0	1	10	0	main
56	3	0	58	63	72	0	0	10	0	main
56	3	0	78	64	72	0	0	10	1	main
56	3	0	76	68	72	0	0	10	0	main
56	3	0	73	69	72	0	0	10	1	main
56	3	0	60	69	72	0	0	10	0	main
56	3	0	71	68	72	0	0	10	0	main
56	3	0	83	68	72	0	1	10	0	main
56	3	0	77	71	72	0	0	10	0	main
56	3	0	60	71	72	0	1	10	0	main
56	3	0	71	70	72	0	0	10	0	main
56	3	0	67	70	72	0	0	10	0	main
56	3	0	65	70	72	0	1	10	0	main
56	3	0	73	70	72	0	0	10	0	main
56	3	0	46	70	72	0	1	10	1	main
56	3	0	50	65	72	0	0	10	1	main
56	3	0	72	58	72	0	0	10	0	main
56	3	0	265	65	264	1	1	10	0	main
56	3	0	249	270	264	0	1	10	0	main
56	3	0	269	259	264	0	1	10	0	main
56	3	0	265	266	264	0	0	10	0	main
56	3	0	265	266	264	0	1	10	0	main
56	3	0	259	266	264	0	0	10	0	main
56	3	0	270	265	264	0	0	10	0	main
56	3	0	199	265	199	1	0	10	0	main
56	3	0	183	200	199	0	1	10	1	main
56	3	0	210	198	199	0	1	10	0	main
56	3	0	190	199	199	0	1	10	0	main
56	3	0	209	198	199	0	1	10	0	main
56	3	0	194	199	199	0	1	10	0	main
56	3	0	211	199	199	0	1	10	0	main
56	3	0	189	200	199	0	1	10	0	main
56	3	0	194	200	199	0	0	10	1	main
56	3	0	209	200	199	0	1	10	0	main
56	3	0	193	200	199	0	0	10	0	main
56	3	0	201	200	199	0	1	10	0	main
56	3	0	195	200	199	0	1	10	0	main
56	3	0	202	200	199	0	0	10	0	main
56	3	0	191	200	199	0	0	10	0	main
56	3	0	193	200	199	0	0	10	0	main
56	3	0	24	201	18	1	1	10	1	main
56	3	0	6	27	18	0	0	10	0	main
56	3	0	18	6	18	0	1	10	0	main
56	3	0	13	9	18	0	0	10	0	main
56	3	0	31	10	18	0	1	10	0	main
56	3	0	46	26	39	1	0	10	0	main
56	3	0	30	43	39	0	0	10	0	main
56	3	0	17	37	39	0	0	10	0	main
56	3	0	165	24	158	1	0	10	0	main
56	3	0	151	162	158	0	1	10	0	main
56	3	0	162	161	158	0	1	10	0	main
56	3	0	168	161	158	0	1	10	0	main
56	3	0	163	161	158	0	0	10	0	main
56	3	0	148	161	158	0	0	10	0	main
56	3	0	172	161	158	0	1	10	0	main
56	3	0	165	161	158	0	0	10	0	main
56	3	0	166	160	158	0	0	10	0	main
56	3	0	160	161	158	0	0	10	0	main
56	3	0	58	161	48	1	0	10	0	main
56	3	0	30	55	48	0	0	10	0	main
56	3	0	32	28	48	0	1	10	0	main
56	3	0	65	43	48	0	0	10	1	main
56	3	0	216	61	199	1	1	10	0	main
56	3	0	203	221	199	0	1	10	0	main
56	3	0	200	214	199	0	0	10	0	main
56	3	0	215	207	199	0	0	10	0	main
56	3	0	103	212	98	1	0	10	0	main
56	3	0	106	102	98	0	0	10	0	main
56	3	0	77	102	98	0	0	10	0	main
56	3	0	83	86	98	0	1	10	0	main
56	3	0	141	86	152	1	0	10	0	main
56	3	0	152	138	152	0	0	10	0	main
56	3	0	168	145	152	0	0	10	0	main
56	3	0	152	145	152	0	0	10	0	main
56	3	0	149	150	152	0	0	10	0	main
56	3	0	159	150	152	0	0	10	0	main
56	3	0	120	151	152	0	0	10	0	main
56	3	0	148	136	152	0	1	10	0	main
56	3	0	163	138	152	0	1	10	0	main
56	3	0	149	146	152	0	1	10	0	main
56	3	0	162	146	152	0	0	10	0	main
56	3	0	148	148	152	0	1	10	0	main
56	3	0	136	148	152	0	0	10	0	main
56	3	0	154	146	152	0	0	10	0	main
56	3	0	10	147	4	1	1	10	0	main
56	3	0	10	18	4	0	0	10	0	main
56	3	0	8	17	4	0	0	10	0	main
56	3	0	137	16	155	1	0	10	0	main
56	3	0	148	138	155	0	1	10	0	main
56	3	0	153	138	155	0	1	10	0	main
56	3	0	172	139	155	0	1	10	0	main
56	3	0	151	170	155	0	0	10	0	main
56	3	0	172	154	155	0	0	10	1	main
56	3	0	135	154	155	0	1	10	0	main
56	3	0	161	148	155	0	0	10	0	main
56	3	0	177	150	171	1	0	10	0	main
56	3	0	175	162	171	0	1	10	0	main
56	3	0	160	164	171	0	0	10	0	main
56	3	0	170	164	171	0	0	10	0	main
56	3	0	190	164	171	0	0	10	0	main
56	3	0	157	185	151	1	0	10	0	main
56	3	0	167	163	151	0	0	10	0	main
56	3	0	158	163	151	0	1	10	0	main
56	3	0	154	163	151	0	1	10	0	main
56	3	0	147	163	151	0	0	10	0	main
56	3	0	154	163	151	0	1	10	0	main
56	3	0	157	163	151	0	0	10	0	main
56	3	0	153	163	151	0	1	10	0	main
56	3	0	165	163	151	0	0	10	0	main
56	3	0	148	163	151	0	0	10	0	main
56	3	0	145	161	151	0	1	10	1	main
56	3	0	154	158	151	0	1	10	0	main
56	3	0	152	157	151	0	0	10	0	main
56	3	0	176	156	151	0	0	10	0	main
56	3	0	163	156	151	0	0	10	1	main
56	3	0	161	157	151	0	1	10	0	main
56	3	0	135	157	151	0	1	10	0	main
56	3	0	165	149	151	0	0	10	0	main
56	3	0	155	151	151	0	1	10	0	main
56	3	0	143	151	151	0	0	10	0	main
56	3	0	147	151	151	0	0	10	0	main
56	3	0	162	152	151	0	1	10	1	main
56	3	0	136	153	151	0	0	10	0	main
56	3	0	147	151	151	0	1	10	0	main
56	3	0	146	151	151	0	0	10	0	main
56	3	0	147	151	151	0	0	10	0	main
56	3	0	156	151	151	0	0	10	0	main
56	3	0	144	151	151	0	0	10	0	main
56	3	0	45	151	51	1	0	10	0	main
56	3	0	45	48	51	0	1	10	0	main
56	3	0	46	48	51	0	0	10	0	main
56	3	0	37	48	51	0	1	10	0	main
56	3	0	58	48	51	0	1	10	0	main
56	3	0	39	48	51	0	0	10	0	main
56	3	0	49	48	51	0	1	10	0	main
56	3	0	39	48	51	0	1	10	0	main
56	3	0	50	48	51	0	1	10	0	main
56	3	0	50	48	51	0	1	10	0	main
56	3	0	39	48	51	0	1	10	0	main
56	3	0	65	48	51	0	0	10	0	main
56	3	0	59	51	51	0	1	10	0	main
56	3	0	52	51	51	0	1	10	0	main
56	3	0	59	51	51	0	0	10	0	main
56	3	0	53	51	51	0	1	10	0	main
56	3	0	51	51	51	0	1	10	0	main
56	3	0	37	51	51	0	1	10	0	main
56	3	0	55	49	51	0	1	10	0	main
56	3	0	56	50	51	0	0	10	1	main
56	3	0	43	51	51	0	0	10	0	main
56	3	0	47	50	66	1	0	10	0	main
56	3	0	69	50	66	0	0	10	0	main
56	3	0	81	60	66	0	0	10	0	main
56	3	0	76	72	66	0	1	10	0	main
56	3	0	70	72	66	0	0	10	0	main
56	3	0	54	72	66	0	1	10	0	main
56	3	0	60	66	66	0	0	10	0	main
56	3	0	77	65	66	0	0	10	0	main
56	3	0	132	66	126	1	1	10	0	main
56	3	0	136	125	126	0	0	10	0	main
56	3	0	149	131	126	0	1	10	0	main
56	3	0	121	145	126	0	0	10	0	main
56	3	0	117	128	126	0	0	10	0	main
56	3	0	119	127	126	0	0	10	0	main
56	3	0	142	126	126	0	1	10	0	main
56	3	0	136	129	126	0	1	10	1	main
56	3	0	119	130	126	0	1	10	0	main
56	3	0	123	129	126	0	1	10	0	main
56	3	0	87	129	75	1	1	10	0	main
56	3	0	84	82	75	0	0	10	1	main
56	3	0	89	82	75	0	0	10	0	main
56	3	0	80	82	75	0	0	10	0	main
56	3	0	53	82	75	0	1	10	0	main
56	3	0	78	56	75	0	0	10	0	main
56	3	0	72	75	75	0	1	10	0	main
56	3	0	81	74	75	0	0	10	0	main
56	3	1	257	150	270	0	0	25	0	main
56	3	0	258	241	270	0	0	25	0	main
56	3	0	278	242	270	0	0	25	0	main
56	3	0	298	246	270	0	1	25	0	main
56	3	0	231	246	270	0	1	25	0	main
56	3	0	278	240	270	0	1	25	0	main
56	3	0	255	249	270	0	1	25	0	main
56	3	0	297	249	296	1	1	25	0	main
56	3	0	279	271	296	0	1	25	0	main
56	3	0	280	271	296	0	1	25	0	main
56	3	0	276	271	296	0	0	25	0	main
56	3	0	277	264	296	0	1	25	0	main
56	3	0	68	264	64	1	1	25	0	main
56	3	0	51	60	64	0	0	25	0	main
56	3	0	53	56	64	0	0	25	0	main
56	3	0	41	56	64	0	0	25	0	main
56	3	0	34	56	64	0	1	25	0	main
56	3	0	32	49	64	0	0	25	0	main
56	3	0	33	48	64	0	1	25	0	main
56	3	0	63	48	64	0	0	25	0	main
56	3	0	42	48	64	0	1	25	0	main
56	3	0	107	48	64	0	1	25	0	main
56	3	0	77	90	64	0	1	25	0	main
56	3	0	79	86	64	0	0	25	0	main
56	3	0	21	68	64	0	0	25	1	main
56	3	0	40	48	94	1	1	25	1	main
56	3	0	88	48	94	0	1	25	0	main
56	3	0	111	80	94	0	1	25	1	main
56	3	0	92	88	94	0	0	25	0	main
56	3	0	99	88	94	0	1	25	0	main
56	3	0	129	88	94	0	1	25	0	main
56	3	0	74	107	94	0	1	25	0	main
56	3	0	100	98	94	0	0	25	0	main
56	3	0	100	98	94	0	1	25	0	main
56	3	0	117	98	94	0	1	25	0	main
56	3	0	121	98	94	0	0	25	0	main
56	3	0	83	98	94	0	0	25	0	main
56	3	0	75	98	94	0	0	25	0	main
56	3	0	81	98	75	1	0	25	0	main
56	3	0	81	98	75	0	1	25	0	main
56	3	0	65	98	75	0	1	25	0	main
56	3	0	56	96	75	0	0	25	0	main
56	3	0	84	82	75	0	0	25	0	main
