subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
46	3	1.0	72	150.0	72.0	1.0	0.0	15	150.0	stable_high	0
46	3	0.0	66	93.00000000000009	72.0	0.0	0.0	15	150.0	stable_high	1
46	3	0.0	63	81.00000000000011	72.0	0.0	0.0	15	93.00000000000009	stable_high	2
46	3	0.0	96	81.00000000000011	72.0	0.0	0.0	15	81.00000000000011	stable_high	3
46	3	0.0	72	90.0000000000001	72.0	0.0	0.0	15	81.00000000000011	stable_high	4
46	3	0.0	228	81.00000000000011	234.0	1.0	0.0	15	90.0000000000001	stable_high	5
46	3	0.0	225	164.99999999999997	234.0	0.0	0.0	15	81.00000000000011	stable_high	6
46	3	0.0	240	230.99999999999994	234.0	0.0	0.0	15	164.99999999999997	stable_high	7
46	3	0.0	240	240.0	234.0	0.0	0.15	15	230.99999999999994	stable_high	8
46	3	0.0	219	236.99999999999994	234.0	0.0	0.15	15	240.0	stable_high	9
46	3	0.0	222	236.99999999999994	234.0	0.0	0.3	15	236.99999999999994	stable_high	10
46	3	0.0	228	221.99999999999991	234.0	0.0	0.45	15	236.99999999999994	stable_high	11
46	3	0.0	213	227.99999999999991	234.0	0.0	0.6	15	221.99999999999991	stable_high	12
46	3	0.0	216	218.99999999999991	234.0	0.0	0.75	15	227.99999999999991	stable_high	13
46	3	0.0	246	218.99999999999991	234.0	0.0	0.75	15	218.99999999999991	stable_high	14
46	3	0.0	258	243.0	234.0	0.0	0.75	15	218.99999999999991	stable_high	15
46	3	0.0	249	261.0000000000001	234.0	0.0	0.9	15	243.0	stable_high	16
46	3	0.0	228	252.00000000000009	234.0	0.0	0.9	15	261.0000000000001	stable_high	17
46	3	0.0	243	230.99999999999994	234.0	0.0	0.9	15	252.00000000000009	stable_high	18
46	3	0.0	111	236.99999999999994	111.0	1.0	0.9	15	230.99999999999994	stable_high	19
46	3	0.0	123	117.00000000000006	111.0	0.0	1.05	15	236.99999999999994	stable_high	20
46	3	0.0	102	117.00000000000006	111.0	0.0	1.05	15	117.00000000000006	stable_high	21
46	3	0.0	108	114.00000000000009	111.0	0.0	1.2	15	117.00000000000006	stable_high	22
46	3	0.0	102	114.00000000000009	111.0	0.0	1.35	15	114.00000000000009	stable_high	23
46	3	0.0	108	114.00000000000009	111.0	0.0	1.5	15	114.00000000000009	stable_high	24
46	3	0.0	105	114.00000000000009	111.0	0.0	1.65	15	114.00000000000009	stable_high	25
46	3	0.0	249	114.00000000000009	219.0	1.0	1.65	15	114.00000000000009	stable_high	26
46	3	0.0	234	252.00000000000009	219.0	0.0	1.65	15	114.00000000000009	stable_high	27
46	3	0.0	204	243.0	219.0	0.0	1.65	15	252.00000000000009	stable_high	28
46	3	0.0	213	215.99999999999994	219.0	0.0	1.8	15	243.0	stable_high	29
46	3	0.0	216	215.99999999999994	219.0	0.0	1.95	15	215.99999999999994	stable_high	30
46	3	0.0	219	215.99999999999994	219.0	0.0	2.1	15	215.99999999999994	stable_high	31
46	3	0.0	234	215.99999999999994	219.0	0.0	2.1	15	215.99999999999994	stable_high	32
46	3	0.0	204	230.99999999999994	219.0	0.0	2.1	15	215.99999999999994	stable_high	33
46	3	0.0	144	218.99999999999991	126.0	1.0	2.1	15	230.99999999999994	stable_high	34
46	3	0.0	117	156.0	126.0	0.0	2.1	15	218.99999999999991	stable_high	35
46	3	0.0	138	126.00000000000006	126.0	0.0	2.1	15	156.0	stable_high	36
46	3	0.0	144	132.00000000000006	126.0	0.0	2.1	15	126.00000000000006	stable_high	37
46	3	0.0	132	138.00000000000006	126.0	0.0	2.25	15	132.00000000000006	stable_high	38
46	3	0.0	129	138.00000000000006	126.0	0.0	2.4	15	138.00000000000006	stable_high	39
46	3	0.0	123	138.00000000000006	126.0	0.0	2.4	15	138.00000000000006	stable_high	40
46	3	0.0	132	132.00000000000006	126.0	0.0	2.55	15	138.00000000000006	stable_high	41
46	3	0.0	114	132.00000000000006	126.0	0.0	2.55	15	132.00000000000006	stable_high	42
46	3	0.0	126	126.00000000000006	126.0	0.0	2.7	15	132.00000000000006	stable_high	43
46	3	0.0	159	126.00000000000006	126.0	0.0	2.7	15	126.00000000000006	stable_high	44
46	3	0.0	114	165.00000000000003	126.0	0.0	2.7	15	126.00000000000006	stable_high	45
46	3	0.0	111	138.00000000000006	126.0	0.0	2.7	15	165.00000000000003	stable_high	46
46	3	0.0	120	129.00000000000006	126.0	0.0	2.85	15	138.00000000000006	stable_high	47
46	3	0.0	135	129.00000000000006	126.0	0.0	3.0	15	129.00000000000006	stable_high	48
46	3	0.0	132	129.00000000000006	126.0	0.0	3.15	15	129.00000000000006	stable_high	49
46	3	0.0	135	129.00000000000006	126.0	0.0	3.3	15	129.00000000000006	stable_high	50
46	3	0.0	117	129.00000000000006	126.0	0.0	3.45	15	129.00000000000006	stable_high	51
46	3	0.0	135	126.00000000000006	126.0	0.0	3.45	15	129.00000000000006	stable_high	52
46	3	0.0	99	129.00000000000006	126.0	0.0	3.45	15	126.00000000000006	stable_high	53
46	3	0.0	111	111.00000000000009	126.0	0.0	3.6	15	129.00000000000006	stable_high	54
46	3	0.0	117	111.00000000000009	126.0	0.0	3.75	15	111.00000000000009	stable_high	55
46	3	0.0	114	111.00000000000009	126.0	0.0	3.9	15	111.00000000000009	stable_high	56
46	3	0.0	123	111.00000000000009	126.0	0.0	3.9	15	111.00000000000009	stable_high	57
46	3	0.0	144	117.00000000000006	126.0	0.0	3.9	15	111.00000000000009	stable_high	58
46	3	0.0	165	141.00000000000006	180.0	1.0	3.9	15	117.00000000000006	stable_high	59
46	3	0.0	192	159.0	180.0	0.0	3.9	15	141.00000000000006	stable_high	60
