subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
124	2	1	115	150	133	0	1	10	0	main
124	2	0	136	119	133	0	0	10	0	main
124	2	0	131	133	133	0	0	10	0	main
124	2	0	245	133	254	1	1	10	0	main
124	2	0	247	243	254	0	1	10	0	main
124	2	0	261	247	254	0	1	10	0	main
124	2	0	244	260	254	0	0	10	0	main
124	2	0	36	247	42	1	0	10	0	main
124	2	0	70	36	42	0	0	10	0	main
124	2	0	25	65	42	0	1	10	0	main
124	2	0	45	25	42	0	0	10	0	main
124	2	0	32	42	42	0	0	10	0	main
124	2	0	68	36	84	1	0	10	0	main
124	2	0	85	65	84	0	0	10	0	main
124	2	0	91	84	84	0	1	10	0	main
124	2	0	76	92	84	0	0	10	0	main
124	2	0	78	79	84	0	1	10	1	main
124	2	0	89	79	84	0	0	10	0	main
124	2	0	83	86	84	0	1	10	0	main
124	2	0	87	83	84	0	1	10	0	main
124	2	0	88	87	84	0	0	10	0	main
124	2	0	78	87	84	0	1	10	0	main
124	2	0	80	78	84	0	0	10	1	main
124	2	0	66	80	84	0	0	10	0	main
124	2	0	86	69	84	0	1	10	0	main
124	2	0	194	80	192	1	1	10	1	main
124	2	0	188	192	192	0	1	10	0	main
124	2	0	188	188	192	0	1	10	0	main
124	2	0	269	188	264	1	0	10	0	main
124	2	0	258	267	264	0	1	10	0	main
124	2	0	259	262	264	0	0	10	0	main
124	2	0	268	260	264	0	0	10	0	main
124	2	0	277	268	264	0	0	10	0	main
124	2	0	167	277	166	1	1	10	0	main
124	2	0	178	167	166	0	0	10	0	main
124	2	0	174	177	166	0	1	10	0	main
124	2	0	44	175	44	1	1	10	0	main
124	2	0	34	45	44	0	1	10	0	main
124	2	0	28	34	44	0	1	10	0	main
124	2	0	48	29	44	0	0	10	0	main
124	2	0	39	48	44	0	0	10	0	main
124	2	0	44	38	44	0	1	10	0	main
124	2	0	26	46	44	0	1	10	0	main
124	2	0	40	28	44	0	0	10	0	main
124	2	0	47	41	44	0	1	10	1	main
124	2	0	98	45	102	1	0	10	1	main
124	2	0	88	96	102	0	0	10	0	main
124	2	0	101	89	102	0	0	10	0	main
124	2	0	100	99	102	0	1	10	0	main
124	2	0	147	99	143	1	0	10	1	main
124	2	0	155	145	143	0	0	10	0	main
124	2	0	130	153	143	0	0	10	0	main
