subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond	ip	saw
81	4	1	90	150	106	0	0	25	0	main	19	30
81	4	0	75	109	106	0	0	25	1	main	19	30
81	4	0	112	89	106	0	0	25	0	main	19	30
81	4	0	113	102	106	0	1	25	0	main	19	30
81	4	0	114	109	133	1	1	25	1	main	19	30
81	4	0	136	109	133	0	1	25	0	main	19	30
81	4	0	142	124	133	0	1	25	0	main	19	30
81	4	0	55	134	46	1	1	25	0	main	19	30
81	4	0	68	64	46	0	1	25	0	main	19	30
81	4	0	79	64	46	0	0	25	0	main	19	30
81	4	0	61	77	46	0	0	25	0	main	19	30
81	4	0	22	66	46	0	0	25	0	main	19	30
81	4	0	193	26	202	1	0	25	0	main	19	30
81	4	0	199	184	202	0	1	25	0	main	19	30
81	4	0	213	193	202	0	1	25	0	main	19	30
81	4	0	257	209	202	0	1	25	0	main	19	30
81	4	0	202	234	202	0	0	25	1	main	19	30
81	4	0	210	216	202	0	0	25	0	main	19	30
81	4	0	211	213	202	0	1	25	0	main	19	30
81	4	0	146	213	202	0	0	25	0	main	19	30
81	4	0	171	156	202	0	1	25	0	main	19	30
81	4	0	157	167	202	0	1	25	0	main	19	30
81	4	0	149	160	149	1	1	25	0	main	19	30
81	4	0	157	152	149	0	1	25	0	main	19	30
81	4	0	135	156	149	0	0	25	0	main	19	30
81	4	0	148	139	149	0	1	25	0	main	19	30
81	4	0	102	143	149	0	0	25	0	main	19	30
81	4	0	124	151	149	0	1	25	1	main	19	30
81	4	0	175	139	149	0	1	25	0	main	19	30
81	4	0	136	166	149	0	0	25	0	main	19	30
81	4	0	120	157	149	0	1	25	1	main	19	30
81	4	0	130	135	173	1	1	25	0	main	19	30
81	4	0	128	135	173	0	1	25	0	main	19	30
81	4	0	119	135	173	0	1	25	0	main	19	30
81	4	0	151	126	173	0	1	25	0	main	19	30
81	4	0	145	140	173	0	0	25	0	main	19	30
81	4	0	165	140	173	0	0	25	0	main	19	30
81	4	0	184	155	173	0	1	25	0	main	19	30
81	4	0	208	176	173	0	1	25	0	main	19	30
81	4	0	202	204	173	0	1	25	0	main	19	30
81	4	0	224	204	266	1	0	25	0	main	19	30
81	4	0	267	222	266	0	1	25	0	main	19	30
81	4	0	286	265	266	0	0	25	0	main	19	30
81	4	0	260	280	266	0	1	25	0	main	19	30
81	4	0	198	272	266	0	0	25	0	main	19	30
81	4	0	221	200	266	0	0	25	0	main	19	30
81	4	0	262	212	266	0	0	25	0	main	19	30
81	4	0	279	272	266	0	1	25	1	main	19	30
81	4	0	100	273	122	1	1	25	0	main	19	30
81	4	0	80	118	122	0	1	25	0	main	19	30
81	4	0	133	80	122	0	1	25	0	main	19	30
81	4	0	146	115	122	0	0	25	0	main	19	30
81	4	0	187	140	122	0	0	25	0	main	19	30
81	4	0	143	185	122	0	0	25	0	main	19	30
81	4	0	108	157	122	0	1	25	0	main	19	30
81	4	0	106	116	122	0	1	25	1	main	19	30
81	4	0	126	116	122	0	1	25	0	main	19	30
81	4	0	84	123	122	0	1	25	0	main	19	30
81	4	0	97	118	122	0	0	25	1	main	19	30
81	4	0	135	101	122	0	1	25	0	main	19	30
81	4	0	110	125	122	0	0	25	1	main	19	30
81	4	0	137	118	142	1	1	25	0	main	19	30
81	4	0	125	131	142	0	1	25	0	main	19	30
81	4	0	144	126	142	0	0	25	0	main	19	30
81	4	0	191	136	142	0	0	25	0	main	19	30
81	4	0	187	189	142	0	1	25	0	main	19	30
81	4	0	190	162	142	0	0	25	1	main	19	30
81	4	0	143	142	142	0	0	25	1	main	19	30
81	4	0	187	142	142	0	1	25	0	main	19	30
81	4	0	170	174	142	0	0	25	0	main	19	30
81	4	0	139	174	142	0	0	25	0	main	19	30
81	4	0	127	149	142	0	0	25	0	main	19	30
81	4	0	128	128	142	0	0	25	0	main	19	30
81	4	0	146	128	142	0	1	25	0	main	19	30
81	4	0	142	138	142	0	1	25	0	main	19	30
81	4	0	77	142	142	0	1	25	0	main	19	30
81	4	0	111	83	142	0	0	25	0	main	19	30
81	4	0	122	96	142	0	1	25	0	main	19	30
81	4	0	107	142	142	0	0	25	1	main	19	30
81	4	0	70	114	60	1	1	25	0	main	19	30
81	4	0	68	71	60	0	1	25	0	main	19	30
81	4	0	103	71	60	0	0	25	0	main	19	30
81	4	0	83	99	60	0	0	25	0	main	19	30
81	4	0	82	90	60	0	0	25	0	main	19	30
81	4	0	89	84	60	0	1	25	0	main	19	30
81	4	0	50	65	60	0	1	25	1	main	19	30
81	4	0	69	55	60	0	1	25	0	main	19	30
81	4	0	142	64	141	1	1	25	0	main	19	30
81	4	0	124	137	141	0	0	25	0	main	19	30
81	4	0	140	127	141	0	1	25	0	main	19	30
81	4	0	26	133	49	1	0	25	0	main	19	30
81	4	0	33	78	49	0	1	25	0	main	19	30
81	4	0	66	39	49	0	1	25	0	main	19	30
81	4	0	42	57	49	0	0	25	0	main	19	30
81	4	0	72	47	49	0	0	25	0	main	19	30
81	4	0	65	56	49	0	0	25	1	main	19	30
81	4	0	49	58	49	0	1	25	0	main	19	30
81	4	0	4	51	49	0	1	25	0	main	19	30
81	4	0	243	6	233	1	0	25	0	main	19	30
81	4	0	241	232	233	0	0	25	0	main	19	30
81	4	0	216	235	233	0	0	25	0	main	19	30
81	4	0	221	216	233	0	1	25	0	main	19	30
81	4	0	228	216	233	0	1	25	0	main	19	30
81	4	0	239	216	233	0	1	25	0	main	19	30
81	4	0	235	222	234	1	1	25	0	main	19	30
81	4	0	231	227	234	0	1	25	0	main	19	30
81	4	0	206	227	234	0	1	25	0	main	19	30
81	4	0	244	208	234	0	0	25	0	main	19	30
81	4	0	247	228	234	0	1	25	0	main	19	30
81	4	0	245	243	234	0	1	25	0	main	19	30
81	4	0	81	243	32	1	1	25	0	main	19	30
81	4	0	46	46	32	0	0	25	1	main	19	30
81	4	0	73	40	32	0	1	25	1	main	19	30
81	4	0	56	56	32	0	1	25	0	main	19	30
81	4	0	104	56	72	1	0	25	0	main	19	30
81	4	0	66	99	72	0	0	25	0	main	19	30
81	4	0	45	81	72	0	1	25	0	main	19	30
81	4	0	90	45	72	0	0	25	0	main	19	30
81	4	0	14	77	2	1	0	25	0	main	19	30
81	4	0	36	26	2	0	1	25	0	main	19	30
81	4	0	3	31	2	0	0	25	0	main	19	30
81	4	0	16	9	2	0	1	25	0	main	19	30
81	4	0	26	16	2	0	0	25	0	main	19	30
81	4	0	47	21	2	0	0	25	0	main	19	30
81	4	0	2	45	2	0	0	25	0	main	19	30
81	4	0	3	21	2	0	0	25	0	main	19	30
81	4	0	18	8	2	0	1	25	0	main	19	30
81	4	0	17	8	2	0	0	25	0	main	19	30
81	4	0	12	7	2	0	1	25	1	main	19	30
81	4	0	28	10	2	0	0	25	0	main	19	30
81	4	0	17	29	2	0	0	25	0	main	19	30
81	4	0	3	29	2	0	1	25	0	main	19	30
81	4	0	8	11	2	0	0	25	0	main	19	30
81	4	0	28	11	2	0	1	25	0	main	19	30
81	4	0	35	11	2	0	0	25	0	main	19	30
81	4	0	11	32	2	0	1	25	0	main	19	30
81	4	0	7	23	2	0	0	25	0	main	19	30
81	4	0	244	5	264	1	0	25	1	main	19	30
81	4	0	270	272	264	0	0	25	1	main	19	30
81	4	0	260	272	264	0	0	25	0	main	19	30
81	4	0	277	266	264	0	0	25	0	main	19	30
81	4	0	218	276	264	0	0	25	0	main	19	30
81	4	0	259	222	264	0	0	25	0	main	19	30
81	4	0	231	238	264	0	0	25	0	main	19	30
81	4	0	235	238	264	0	0	25	0	main	19	30
81	4	0	251	238	264	0	1	25	0	main	19	30
81	4	0	201	246	208	1	0	25	0	main	19	30
81	4	0	229	210	208	0	0	25	0	main	19	30
81	4	0	240	210	208	0	0	25	0	main	19	30
81	4	0	228	233	208	0	1	25	0	main	19	30
81	4	0	270	233	208	0	1	25	0	main	19	30
81	4	0	217	262	208	0	1	25	0	main	19	30
