subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	z_t	cond	ip	saw	init_rt	rt
42	3	1	90	154.5	106	0	1	17.5	0	150	main_noPush	37	20	2.936715429998	4.46620937297121
42	3	0	116	90	106	0	1	17.5	0	154.5	main_noPush	37	20	0.00256264000199735	2.41041396197397
42	3	0	146	108	106	0	0.25	17.5	0	90	main_noPush	37	20	0.798529179068282	1.66894149803557
42	3	0	90	147	106	0	1	17.5	0	108	main_noPush	37	20	0.00259792804718018	2.11158560204785
42	3	0	91	111	106	0	1	17.5	0	147	main_noPush	37	20	0.265781453927048	1.26504935300909
42	3	0	96	106.5	106	0	1	17.5	0	111	main_noPush	37	20	0.368778369971551	0.686232554027811
42	3	0	119	102	106	0	0.25	17.5	0	106.5	main_noPush	37	20	0.311637924052775	0.651754513033666
42	3	0	77	106.5	106	0	0.25	17.5	0	102	main_noPush	37	20	0.174084987025708	0.550103625981137
42	3	0	83	100.5	106	0	1	17.5	0	106.5	main_noPush	37	20	0.172498278087005	0.488391256076284
42	3	0	110	96	106	0	0.25	17.5	0	100.5	main_noPush	37	20	0.254551572958007	0.648364132037386
42	3	0	127	102	106	0	0.25	17.5	0	96	main_noPush	37	20	0.00266475498210639	0.428443572949618
42	3	0	110	112.5	106	0	1	17.5	0	102	main_noPush	37	20	0.114162442041561	0.818500999943353
42	3	0	112	112.5	106	0	1	17.5	0	112.5	main_noPush	37	20	0.758466296014376	1.75459118210711
42	3	0	96	112.5	106	0	0.25	17.5	0	112.5	main_noPush	37	20	NaN	0.48286664695479
42	3	0	130	109.5	106	0	0.25	17.5	0	112.5	main_noPush	37	20	0.115853385999799	0.450534152099863
42	3	0	69	114	106	0	1	17.5	0	109.5	main_noPush	37	20	0.00261897395830601	0.373589406022802
42	3	0	100	106.5	106	0	1	17.5	0	114	main_noPush	37	20	0.142912061070092	0.509723233059049
42	3	0	107	106.5	106	0	0.25	17.5	0	106.5	main_noPush	37	20	NaN	0.309763708035462
42	3	0	119	106.5	106	0	1	17.5	0	106.5	main_noPush	37	20	NaN	0.421043482027017
42	3	0	85	106.5	94	1	1	17.5	0	106.5	main_noPush	37	20	NaN	0.421040198998526
42	3	0	60	106.5	94	0	0.25	17.5	0	106.5	main_noPush	37	20	NaN	0.39875888696406
42	3	0	134	70.5	94	0	0.25	17.5	0	106.5	main_noPush	37	20	0.450092596001923	1.33717389800586
42	3	0	99	117	94	0	0.25	17.5	0	70.5	main_noPush	37	20	0.00249620690010488	1.14667928498238
42	3	0	100	117	94	0	0.25	17.5	0	117	main_noPush	37	20	NaN	0.562095227069221
42	3	0	61	117	94	0	1	17.5	0	117	main_noPush	37	20	NaN	0.560008732951246
42	3	0	119	69	94	0	0.25	17.5	0	117	main_noPush	37	20	0.172366664977744	1.28706226998474
42	3	0	108	109.5	94	0	1	17.5	0	69	main_noPush	37	20	0.00249977794010192	0.861600363976322
42	3	0	85	109.5	94	0	1	17.5	0	109.5	main_noPush	37	20	NaN	0.419603408081457
42	3	0	91	109.5	94	0	1	17.5	0	109.5	main_noPush	37	20	NaN	0.704251880990341
42	3	0	98	109.5	94	0	0.25	17.5	0	109.5	main_noPush	37	20	NaN	0.615986895980313
42	3	0	112	109.5	94	0	0.25	17.5	0	109.5	main_noPush	37	20	NaN	0.425845544086769
42	3	0	104	109.5	94	0	0.25	17.5	0	109.5	main_noPush	37	20	NaN	0.447281194967218
42	3	0	95	109.5	94	0	0.25	17.5	0	109.5	main_noPush	37	20	NaN	0.392613259959035
42	3	0	85	109.5	94	0	1	17.5	0	109.5	main_noPush	37	20	NaN	0.396107885986567
42	3	0	54	109.5	40	1	0.25	17.5	0	109.5	main_noPush	37	20	NaN	0.316850743955001
42	3	0	45	69	40	0	0.25	17.5	0	109.5	main_noPush	37	20	0.00253125093877316	0.92327084694989
42	3	0	58	69	40	0	0.25	17.5	0	69	main_noPush	37	20	NaN	0.756638303981163
42	3	0	52	63	40	0	1	17.5	0	69	main_noPush	37	20	0.0887718109879643	0.538623500964604
42	3	0	67	57	40	0	1	17.5	0	63	main_noPush	37	20	0.258247391902842	0.653994284919463
42	3	0	35	63	40	0	0.25	17.5	0	57	main_noPush	37	20	0.230490420944989	0.678445609984919
42	3	0	1	57	40	0	1	17.5	0	63	main_noPush	37	20	0.171975858043879	0.543827211018652
42	3	0	43	21	40	0	1	17.5	0	57	main_noPush	37	20	0.0600742400856689	0.789966788026504
42	3	0	64	39	40	0	0.25	17.5	0	21	main_noPush	37	20	0.00331413000822067	0.453653916949406
42	3	0	25	57	40	0	0.25	17.5	0	39	main_noPush	37	20	0.115281145903282	0.53961493994575
42	3	0	29	49.5	40	0	0.25	17.5	0	57	main_noPush	37	20	0.228963691974059	0.85329489200376
42	3	0	49	43.5	40	0	0.25	17.5	0	49.5	main_noPush	37	20	0.561347958049737	0.872198549099267
42	3	0	73	45	40	0	1	17.5	1	43.5	main_noPush	37	20	1.41226661403198	1.97995434305631
42	3	0	68	54	40	0	1	17.5	0	45	main_noPush	37	20	0.589403726044111	1.12673911801539
42	3	0	22	60	40	0	1	17.5	0	54	main_noPush	37	20	0.115198581945151	0.455288841971196
42	3	0	49	49.5	40	0	0.25	17.5	0	60	main_noPush	37	20	0.0339476639637724	0.767590489936993
42	3	0	53	49.5	40	0	1	17.5	0	49.5	main_noPush	37	20	NaN	0.338891253108159
42	3	0	114	49.5	111	1	1	17.5	0	49.5	main_noPush	37	20	NaN	0.369086213991977
42	3	0	97	93	111	0	1	17.5	0	49.5	main_noPush	37	20	1.37854117201641	2.4097874360159
42	3	0	117	93	111	0	1	17.5	0	93	main_noPush	37	20	NaN	0.61700924707111
42	3	0	113	106.5	111	0	1	17.5	0	93	main_noPush	37	20	0.144994779024273	0.974657839047723
42	3	0	113	112.5	111	0	0.25	17.5	1	106.5	main_noPush	37	20	0.174816204002127	0.964441824005917
42	3	0	115	112.5	111	0	0.25	17.5	0	112.5	main_noPush	37	20	NaN	1.03537287400104
42	3	0	20	114	59	1	1	17.5	0	112.5	main_noPush	37	20	0.478446433087811	2.8478289450286
42	3	0	81	48	59	0	1	17.5	0	114	main_noPush	37	20	0.00256929802708328	2.15440326498356
42	3	0	57	67.5	59	0	0.25	17.5	0	48	main_noPush	37	20	0.0607297440292314	0.687724655028433
42	3	0	44	67.5	59	0	0.25	17.5	0	67.5	main_noPush	37	20	NaN	0.60908953496255
42	3	0	54	67.5	59	0	0.25	17.5	0	67.5	main_noPush	37	20	NaN	0.482836798066273
42	3	0	49	67.5	59	0	1	17.5	1	67.5	main_noPush	37	20	NaN	0.296185447950847
42	3	0	75	67.5	59	0	0.25	17.5	0	67.5	main_noPush	37	20	NaN	0.451542390976101
42	3	0	67	72	59	0	1	17.5	0	67.5	main_noPush	37	20	0.255197752965614	0.657542181899771
42	3	0	57	72	59	0	0.25	17.5	0	72	main_noPush	37	20	NaN	0.815669406089
42	3	0	18	64.5	59	0	0.25	17.5	0	72	main_noPush	37	20	0.086864982964471	0.479072703048587
42	3	0	64	43.5	59	0	0.25	17.5	0	64.5	main_noPush	37	20	0.228924992959946	0.880905526923016
