subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
20	1	1	176	174	168	0	1	25	0	main
20	1	0	148	172	168	0	1	25	0	main
20	1	0	192	158	168	0	0	25	0	main
20	1	0	199	177	168	0	1	25	0	main
20	1	0	148	189	168	0	1	25	0	main
20	1	0	213	163	168	0	0	25	0	main
20	1	0	113	192	168	0	0	25	0	main
20	1	0	153	123	168	0	0	25	0	main
20	1	0	229	134	231	1	1	25	0	main
20	1	0	217	221	231	0	1	25	0	main
20	1	0	243	218	231	0	1	25	0	main
20	1	0	210	230	231	0	0	25	0	main
20	1	0	209	230	231	0	0	25	1	main
20	1	0	188	223	231	0	0	25	0	main
20	1	0	227	223	231	0	0	25	1	main
20	1	0	213	223	231	0	1	25	0	main
20	1	0	233	221	231	0	1	25	0	main
20	1	0	215	226	231	0	0	25	0	main
20	1	0	300	211	231	0	1	25	0	main
20	1	0	282	276	231	0	0	25	0	main
20	1	0	234	279	231	0	0	25	0	main
20	1	0	259	244	252	1	0	25	0	main
20	1	0	282	256	252	0	1	25	0	main
20	1	0	259	269	252	0	1	25	0	main
20	1	0	260	265	252	0	0	25	0	main
20	1	0	269	262	252	0	1	25	0	main
20	1	0	242	266	252	0	0	25	0	main
20	1	0	268	256	252	0	0	25	0	main
20	1	0	261	261	252	0	0	25	0	main
20	1	0	10	261	0	1	0	25	0	main
20	1	0	27	24	0	0	1	25	1	main
20	1	0	12	24	0	0	1	25	0	main
20	1	0	133	29	174	1	0	25	0	main
20	1	0	192	131	174	0	1	25	0	main
20	1	0	188	205	174	0	1	25	0	main
20	1	0	211	205	174	0	0	25	0	main
20	1	0	199	207	174	0	0	25	0	main
20	1	0	164	188	174	0	0	25	1	main
20	1	0	179	177	174	0	1	25	0	main
20	1	0	149	177	174	0	1	25	0	main
20	1	0	89	147	101	1	0	25	0	main
20	1	0	131	91	101	0	0	25	0	main
20	1	0	69	117	101	0	1	25	0	main
