subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
16	1	1	269	150	221	0	1	25	0	main
16	1	0	255	248	221	0	1	25	0	main
16	1	0	214	248	221	0	0	25	0	main
16	1	0	256	230	257	1	1	25	0	main
16	1	0	292	230	257	0	1	25	0	main
16	1	0	248	258	257	0	0	25	0	main
16	1	0	223	258	221	1	0	25	0	main
16	1	0	260	253	221	0	1	25	1	main
16	1	0	248	253	221	0	1	25	1	main
16	1	0	285	253	286	1	0	25	0	main
16	1	0	273	253	286	0	1	25	0	main
16	1	0	288	253	286	0	1	25	0	main
16	1	0	275	253	286	0	0	25	0	main
16	1	0	272	253	286	0	0	25	0	main
16	1	0	270	253	286	0	1	25	0	main
16	1	0	117	253	110	1	0	25	0	main
16	1	0	100	131	110	0	0	25	0	main
16	1	0	86	110	110	0	1	25	0	main
16	1	0	136	110	110	0	1	25	0	main
16	1	0	120	110	123	1	0	25	1	main
16	1	0	143	110	123	0	0	25	0	main
16	1	0	134	110	123	0	1	25	0	main
16	1	0	146	110	123	0	1	25	0	main
16	1	0	133	110	123	0	1	25	0	main
16	1	0	90	110	123	0	0	25	0	main
16	1	0	130	110	123	0	0	25	0	main
16	1	0	130	110	123	0	1	25	0	main
16	1	0	91	110	123	0	0	25	1	main
16	1	0	131	110	123	0	0	25	0	main
16	1	0	115	110	123	0	0	25	0	main
16	1	0	153	110	123	0	1	25	0	main
16	1	0	99	110	123	0	1	25	0	main
16	1	0	97	110	123	0	0	25	0	main
16	1	0	122	110	123	0	1	25	0	main
16	1	0	124	110	123	0	0	25	0	main
16	1	0	175	110	161	1	0	25	0	main
16	1	0	183	110	161	0	0	25	0	main
16	1	0	137	163	161	0	1	25	0	main
16	1	0	166	163	161	0	0	25	0	main
16	1	0	160	163	155	1	0	25	0	main
16	1	0	123	163	155	0	0	25	0	main
16	1	0	152	155	155	0	1	25	0	main
16	1	0	148	155	155	0	1	25	0	main
16	1	0	146	155	155	0	0	25	0	main
16	1	0	142	155	155	0	0	25	1	main
16	1	0	141	155	155	0	1	25	0	main
16	1	0	163	155	155	0	0	25	0	main
16	1	0	132	155	155	0	0	25	0	main
16	1	0	152	155	155	0	1	25	0	main
16	1	0	160	155	155	0	1	25	0	main
16	1	0	173	155	155	0	0	25	0	main
16	1	0	174	155	155	0	0	25	1	main
16	1	0	39	155	35	1	1	25	1	main
16	1	0	107	51	35	0	0	25	0	main
16	1	0	7	93	35	0	0	25	0	main
16	1	0	29	38	35	0	0	25	0	main
16	1	0	15	38	35	0	0	25	0	main
16	1	0	20	38	35	0	0	25	0	main
16	1	0	27	38	35	0	0	25	0	main
16	1	0	41	38	35	0	1	25	0	main
16	1	0	27	38	35	0	0	25	0	main
16	1	0	62	38	35	0	1	25	0	main
16	1	0	16	38	35	0	0	25	0	main
16	1	0	43	38	35	0	1	25	0	main
16	1	0	28	38	35	0	0	25	0	main
16	1	0	50	38	35	0	1	25	1	main
16	1	0	16	38	35	0	0	25	0	main
16	1	0	24	38	35	0	0	25	0	main
16	1	0	127	38	137	1	1	25	0	main
16	1	0	169	102	137	0	1	25	0	main
16	1	0	108	158	137	0	1	25	0	main
16	1	0	159	117	137	0	1	25	0	main
16	1	0	140	141	137	0	1	25	0	main
16	1	0	179	141	137	0	0	25	0	main
16	1	0	107	148	137	0	1	25	0	main
16	1	0	130	133	137	0	1	25	0	main
16	1	0	127	133	137	0	0	25	1	main
16	1	0	151	133	137	0	0	25	0	main
16	1	0	171	133	137	0	1	25	0	main
16	1	0	84	133	137	0	0	25	0	main
16	1	0	117	133	137	0	1	25	0	main
16	1	0	152	133	137	0	0	25	0	main
16	1	0	157	133	137	0	0	25	1	main
16	1	0	166	133	137	0	0	25	0	main
16	1	0	63	133	41	1	0	25	0	main
16	1	0	26	133	41	0	1	25	0	main
16	1	0	65	34	41	0	0	25	0	main
16	1	0	139	34	136	1	1	25	0	main
16	1	0	139	123	136	0	1	25	0	main
16	1	0	140	123	136	0	1	25	0	main
16	1	0	108	123	136	0	1	25	0	main
16	1	0	94	123	136	0	1	25	0	main
16	1	0	157	123	136	0	0	25	0	main
16	1	0	127	123	136	0	0	25	0	main
16	1	0	152	123	136	0	1	25	1	main
16	1	0	167	123	136	0	0	25	0	main
16	1	0	136	123	136	0	0	25	1	main
16	1	0	291	123	247	1	0	25	0	main
16	1	0	284	243	247	0	1	25	1	main
16	1	0	233	253	247	0	1	25	0	main
16	1	0	282	253	247	0	1	25	0	main
16	1	0	259	253	247	0	1	25	0	main
16	1	0	265	253	247	0	0	25	0	main
16	1	0	256	253	247	0	1	25	0	main
16	1	0	235	253	247	0	0	25	0	main
16	1	0	255	253	247	0	0	25	0	main
16	1	0	106	253	109	1	0	25	0	main
16	1	0	129	123	109	0	1	25	0	main
16	1	0	101	123	109	0	0	25	0	main
16	1	0	85	123	109	0	0	25	0	main
16	1	0	105	123	109	0	0	25	0	main
16	1	0	137	123	109	0	1	25	1	main
16	1	0	109	123	109	0	0	25	0	main
16	1	0	140	123	109	0	1	25	0	main
16	1	0	134	123	109	0	0	25	0	main
16	1	0	72	123	109	0	1	25	0	main
16	1	0	45	93	109	0	1	25	1	main
16	1	0	89	93	109	0	0	25	0	main
16	1	0	112	93	109	0	0	25	0	main
16	1	0	99	93	109	0	1	25	0	main
16	1	0	112	93	109	0	0	25	0	main
16	1	0	111	93	109	0	0	25	0	main
16	1	0	137	93	117	1	1	25	0	main
16	1	0	74	93	117	0	0	25	0	main
16	1	0	156	93	117	0	1	25	0	main
16	1	0	259	122	276	1	1	25	1	main
16	1	0	290	262	276	0	1	25	0	main
16	1	0	283	262	276	0	0	25	0	main
16	1	0	274	262	276	0	0	25	0	main
16	1	0	274	262	276	0	1	25	0	main
16	1	0	111	262	68	1	1	25	0	main
16	1	0	84	113	68	0	0	25	0	main
16	1	0	44	113	68	0	0	25	0	main
16	1	0	140	75	68	0	0	25	0	main
16	1	0	60	130	68	0	1	25	0	main
16	1	0	89	78	68	0	1	25	0	main
16	1	0	49	78	68	0	1	25	0	main
16	1	0	75	78	68	0	1	25	0	main
16	1	0	101	78	68	0	0	25	0	main
16	1	0	108	78	115	1	0	25	0	main
16	1	0	134	78	115	0	1	25	0	main
16	1	0	120	98	115	0	0	25	0	main
16	1	0	124	98	115	0	0	25	0	main
16	1	0	245	98	230	1	1	25	0	main
16	1	0	239	224	230	0	0	25	0	main
16	1	0	203	224	230	0	1	25	0	main
16	1	0	206	224	230	0	0	25	0	main
16	1	0	212	224	230	0	0	25	0	main
16	1	0	252	224	230	0	1	25	0	main
16	1	0	208	224	230	0	0	25	0	main
16	1	0	248	224	230	0	1	25	0	main
16	1	0	178	224	166	1	1	25	0	main
16	1	0	127	206	166	0	1	25	0	main
16	1	0	185	143	166	0	0	25	0	main
16	1	0	43	166	68	1	0	25	0	main
16	1	0	108	44	68	0	1	25	0	main
16	1	0	86	92	68	0	1	25	0	main
16	1	0	38	92	68	0	1	25	0	main
16	1	0	72	62	68	0	1	25	0	main
16	1	0	63	62	68	0	1	25	0	main
16	1	0	66	62	68	0	1	25	0	main
16	1	0	56	62	68	0	0	25	0	main
16	1	0	91	62	68	0	0	25	0	main
16	1	0	41	62	68	0	1	25	0	main
16	1	0	61	62	68	0	1	25	0	main
16	1	0	52	62	47	1	0	25	0	main
16	1	0	47	62	47	0	0	25	0	main
16	1	0	78	62	47	0	0	25	1	main
16	1	0	74	62	47	0	1	25	0	main
16	1	0	49	62	47	0	0	25	0	main
16	1	0	36	62	47	0	0	25	0	main
16	1	0	62	62	47	0	1	25	0	main
16	1	0	66	62	47	0	1	25	1	main
16	1	0	40	62	47	0	0	25	0	main
16	1	0	28	62	47	0	1	25	0	main
16	1	0	63	62	77	1	0	25	0	main
16	1	0	75	62	77	0	1	25	0	main
16	1	0	107	62	77	0	1	25	1	main
16	1	0	47	62	77	0	0	25	0	main
16	1	0	32	77	77	0	1	25	0	main
16	1	0	81	62	77	0	1	25	0	main
16	1	0	246	62	257	1	0	25	0	main
16	1	0	239	253	257	0	1	25	1	main
16	1	0	260	253	257	0	1	25	0	main
16	1	0	250	253	257	0	1	25	0	main
16	1	0	235	253	257	0	0	25	0	main
16	1	0	271	253	245	1	1	25	0	main
16	1	0	226	253	245	0	0	25	0	main
16	1	0	278	253	245	0	1	25	0	main
16	1	0	244	253	245	0	0	25	0	main
16	1	0	255	253	245	0	1	25	0	main
16	1	0	229	253	245	0	1	25	0	main
16	1	0	245	253	228	1	1	25	0	main
16	1	0	203	253	228	0	0	25	0	main
16	1	0	213	231	228	0	0	25	0	main
16	1	0	229	231	228	0	1	25	0	main
16	1	0	265	231	228	0	0	25	0	main
16	1	0	203	231	228	0	0	25	0	main
16	1	0	252	231	228	0	0	25	1	main
16	1	0	27	231	17	1	0	25	0	main
16	1	1	68	150	57	0	1	10	1	main
16	1	0	56	65	57	0	1	10	0	main
16	1	0	52	65	57	0	1	10	0	main
16	1	0	60	55	57	0	1	10	1	main
16	1	0	59	62	57	0	0	10	0	main
16	1	0	61	62	57	0	0	10	0	main
16	1	0	45	62	57	0	0	10	0	main
16	1	0	72	62	57	0	1	10	0	main
16	1	0	46	62	57	0	1	10	0	main
16	1	0	54	62	57	0	1	10	0	main
16	1	0	54	62	57	0	1	10	0	main
16	1	0	56	54	57	0	0	10	0	main
16	1	0	67	54	57	0	0	10	0	main
16	1	0	52	54	57	0	0	10	0	main
16	1	0	57	54	57	0	1	10	0	main
16	1	0	68	54	57	0	1	10	0	main
16	1	0	45	54	57	0	1	10	0	main
16	1	0	61	54	57	0	0	10	1	main
16	1	0	67	54	57	0	1	10	0	main
16	1	0	88	54	70	1	1	10	0	main
16	1	0	71	82	70	0	1	10	0	main
16	1	0	57	82	70	0	0	10	0	main
16	1	0	64	65	70	0	0	10	0	main
16	1	0	67	65	70	0	1	10	0	main
16	1	0	62	65	70	0	0	10	1	main
16	1	0	81	65	70	0	1	10	1	main
16	1	0	82	65	70	0	0	10	0	main
16	1	0	63	71	70	0	0	10	0	main
16	1	0	78	71	70	0	0	10	0	main
16	1	0	56	71	70	0	1	10	0	main
16	1	0	82	71	70	0	1	10	0	main
16	1	0	66	71	70	0	0	10	0	main
16	1	0	75	71	70	0	0	10	0	main
16	1	0	65	71	70	0	0	10	0	main
16	1	0	72	71	70	0	1	10	1	main
16	1	0	70	71	70	0	1	10	0	main
16	1	0	80	71	70	0	1	10	0	main
16	1	0	263	71	269	1	0	10	0	main
16	1	0	253	263	269	0	1	10	0	main
16	1	0	269	263	269	0	0	10	0	main
16	1	0	263	263	269	0	0	10	0	main
16	1	0	279	263	269	0	0	10	0	main
16	1	0	254	263	269	0	1	10	0	main
16	1	0	272	263	269	0	1	10	1	main
16	1	0	282	263	269	0	0	10	0	main
16	1	0	274	263	269	0	0	10	0	main
16	1	0	268	263	269	0	0	10	0	main
16	1	0	287	263	269	0	1	10	0	main
16	1	0	267	263	269	0	0	10	1	main
16	1	0	281	263	269	0	1	10	0	main
16	1	0	275	271	269	0	0	10	0	main
16	1	0	269	271	269	0	0	10	0	main
16	1	0	174	271	182	1	0	10	1	main
16	1	0	189	177	182	0	0	10	0	main
16	1	0	189	177	182	0	0	10	0	main
16	1	0	187	177	182	0	1	10	0	main
16	1	0	185	177	182	0	1	10	0	main
16	1	0	176	177	182	0	1	10	0	main
16	1	0	176	177	182	0	1	10	0	main
16	1	0	191	177	182	0	0	10	0	main
16	1	0	180	177	161	1	0	10	0	main
16	1	0	175	177	161	0	0	10	0	main
16	1	0	154	177	161	0	0	10	1	main
