subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond
78	4	1	289	150	287	0	1	10	0	main
78	4	0	277	249	287	0	0	10	0	main
78	4	0	270	282	287	0	1	10	0	main
78	4	0	298	277	287	0	0	10	0	main
78	4	0	291	291	287	0	0	10	0	main
78	4	0	294	291	287	0	0	10	0	main
78	4	0	275	291	287	0	1	10	0	main
78	4	0	271	284	287	0	1	10	0	main
78	4	0	197	284	186	1	1	10	0	main
78	4	0	196	201	186	0	0	10	1	main
78	4	0	170	201	186	0	0	10	0	main
78	4	0	193	187	186	0	0	10	1	main
78	4	0	178	189	186	0	0	10	0	main
78	4	0	118	182	117	1	1	10	0	main
78	4	0	135	131	117	0	0	10	0	main
78	4	0	126	133	117	0	0	10	0	main
78	4	0	132	133	117	0	0	10	0	main
78	4	0	124	133	117	0	0	10	0	main
78	4	0	126	128	117	0	1	10	0	main
78	4	0	106	128	117	0	0	10	0	main
78	4	0	115	110	117	0	1	10	0	main
78	4	0	125	112	117	0	1	10	0	main
78	4	0	112	115	117	0	0	10	0	main
78	4	0	116	115	117	0	1	10	0	main
78	4	0	109	115	117	0	0	10	1	main
78	4	0	127	113	117	0	1	10	1	main
78	4	0	115	115	117	0	0	10	0	main
78	4	0	125	115	117	0	0	10	1	main
78	4	0	102	117	98	1	1	10	0	main
78	4	0	106	103	98	0	1	10	1	main
78	4	0	129	103	98	0	1	10	0	main
78	4	0	92	121	98	0	0	10	0	main
78	4	0	35	100	53	1	0	10	0	main
78	4	0	52	100	53	0	1	10	0	main
78	4	0	34	60	53	0	1	10	1	main
78	4	0	42	35	53	0	0	10	0	main
78	4	0	42	37	53	0	0	10	0	main
78	4	0	48	39	53	0	0	10	0	main
78	4	0	64	40	53	0	0	10	0	main
78	4	0	30	55	53	0	0	10	1	main
78	4	0	60	41	53	0	1	10	0	main
78	4	0	53	50	53	0	1	10	0	main
78	4	0	65	51	53	0	1	10	0	main
78	4	0	57	59	53	0	0	10	0	main
78	4	0	58	59	53	0	1	10	0	main
78	4	0	65	59	53	0	1	10	0	main
78	4	0	49	63	53	0	0	10	0	main
78	4	0	224	57	229	1	0	10	0	main
78	4	0	221	150	229	0	1	10	0	main
78	4	0	214	206	229	0	0	10	0	main
78	4	0	216	212	229	0	1	10	0	main
78	4	0	214	212	229	0	0	10	0	main
78	4	0	222	212	229	0	0	10	0	main
78	4	0	244	215	229	0	1	10	0	main
78	4	0	239	234	229	0	1	10	0	main
78	4	0	220	236	229	0	1	10	0	main
78	4	0	228	227	229	0	0	10	0	main
78	4	0	233	227	229	0	1	10	0	main
78	4	0	230	227	229	0	1	10	0	main
78	4	0	245	227	229	0	1	10	0	main
78	4	0	225	237	229	0	0	10	0	main
78	4	0	232	232	229	0	0	10	0	main
78	4	0	234	232	229	0	0	10	0	main
78	4	0	230	232	229	0	1	10	0	main
78	4	0	245	232	229	0	1	10	0	main
78	4	0	206	238	229	0	1	10	0	main
78	4	0	221	219	229	0	0	10	0	main
78	4	0	225	220	229	0	0	10	1	main
78	4	0	76	222	76	1	0	10	0	main
78	4	0	79	106	76	0	1	10	0	main
78	4	0	79	106	76	0	1	10	0	main
78	4	0	75	86	76	0	0	10	0	main
78	4	0	74	81	76	0	0	10	0	main
78	4	0	70	77	76	0	0	10	1	main
78	4	0	80	73	76	0	1	10	0	main
78	4	0	74	76	76	0	0	10	0	main
78	4	0	78	75	76	0	1	10	0	main
78	4	0	69	76	76	0	1	10	0	main
78	4	0	64	72	76	0	1	10	0	main
78	4	0	79	68	76	0	0	10	0	main
78	4	0	80	73	76	0	0	10	0	main
78	4	0	80	77	76	0	1	10	0	main
78	4	0	245	78	236	1	1	10	0	main
78	4	0	231	164	236	0	0	10	0	main
78	4	0	248	213	236	0	0	10	0	main
78	4	0	224	227	236	0	0	10	0	main
78	4	0	237	225	236	0	0	10	0	main
78	4	0	241	230	236	0	1	10	0	main
78	4	0	234	235	236	0	1	10	0	main
78	4	0	234	235	236	0	0	10	0	main
78	4	0	213	235	219	1	0	10	0	main
78	4	0	212	224	219	0	0	10	0	main
78	4	0	207	217	219	0	1	10	0	main
78	4	0	232	211	219	0	0	10	0	main
78	4	0	213	221	219	0	1	10	1	main
78	4	0	216	217	219	0	1	10	0	main
78	4	0	223	216	219	0	0	10	0	main
78	4	0	202	219	219	0	1	10	0	main
78	4	0	210	210	219	0	0	10	0	main
78	4	0	222	210	219	0	1	10	0	main
78	4	0	230	215	219	0	1	10	0	main
78	4	0	235	223	219	0	0	10	1	main
78	4	0	220	229	219	0	1	10	0	main
78	4	0	150	223	148	1	1	10	0	main
78	4	0	147	190	148	0	1	10	1	main
78	4	0	137	157	148	0	1	10	0	main
78	4	0	150	138	148	0	0	10	0	main
78	4	0	156	143	148	0	0	10	1	main
78	4	0	145	149	148	0	0	10	0	main
78	4	0	153	147	148	0	0	10	0	main
78	4	0	206	150	220	1	0	10	0	main
78	4	0	243	205	220	0	0	10	1	main
78	4	0	220	245	220	0	1	10	0	main
78	4	0	226	226	220	0	0	10	0	main
78	4	0	271	226	263	1	1	10	0	main
78	4	0	263	266	263	0	0	10	0	main
78	4	0	244	265	263	0	0	10	1	main
78	4	0	86	253	78	1	0	10	0	main
78	4	0	83	121	78	0	1	10	0	main
78	4	0	82	100	78	0	0	10	0	main
78	4	0	57	84	78	0	1	10	0	main
78	4	0	157	53	157	1	1	10	0	main
78	4	0	143	136	157	0	0	10	0	main
78	4	0	163	140	157	0	1	10	1	main
78	4	0	300	154	300	1	0	10	0	main
78	4	0	297	300	300	0	1	10	1	main
78	4	0	293	299	300	0	1	10	0	main
78	4	0	286	296	300	0	1	10	0	main
78	4	0	295	290	300	0	1	10	1	main
78	4	0	297	292	300	0	0	10	0	main
78	4	0	299	295	300	0	0	10	0	main
78	4	0	291	297	300	0	1	10	0	main
78	4	0	294	293	300	0	1	10	0	main
78	4	0	283	293	300	0	1	10	0	main
78	4	0	290	285	300	0	0	10	0	main
78	4	0	227	288	226	1	1	10	0	main
78	4	0	214	236	226	0	1	10	0	main
78	4	0	225	218	226	0	0	10	1	main
78	4	0	232	221	226	0	0	10	0	main
78	4	0	236	227	226	0	0	10	0	main
78	4	0	226	232	226	0	1	10	0	main
78	4	0	225	228	226	0	0	10	0	main
78	4	0	233	227	226	0	0	10	0	main
78	4	0	192	230	165	1	0	10	1	main
78	4	0	180	202	165	0	1	10	0	main
78	4	0	165	180	165	0	1	10	0	main
78	4	0	177	159	165	0	0	10	0	main
78	4	0	155	171	165	0	0	10	0	main
78	4	0	158	162	165	0	1	10	0	main
78	4	0	164	159	165	0	1	10	0	main
78	4	0	175	162	165	0	1	10	1	main
78	4	0	131	168	130	1	0	10	0	main
78	4	0	117	137	130	0	0	10	0	main
78	4	0	141	117	130	0	0	10	1	main
78	4	0	133	127	130	0	0	10	0	main
78	4	0	145	130	130	0	0	10	0	main
78	4	0	146	138	130	0	1	10	0	main
78	4	0	128	142	130	0	1	10	0	main
78	4	0	146	134	130	0	0	10	0	main
78	4	0	103	142	130	0	1	10	0	main
78	4	0	100	110	130	0	0	10	0	main
78	4	0	132	104	130	0	1	10	0	main
78	4	0	127	121	130	0	0	10	0	main
78	4	0	124	125	130	0	0	10	0	main
78	4	0	123	125	130	0	1	10	0	main
78	4	0	124	124	130	0	1	10	0	main
78	4	0	141	124	130	0	0	10	0	main
78	4	0	143	132	130	0	0	10	0	main
78	4	0	140	139	130	0	0	10	0	main
78	4	0	123	139	130	0	0	10	0	main
78	4	0	126	129	130	0	1	10	0	main
78	4	0	118	127	130	0	0	10	0	main
78	4	0	125	121	130	0	1	10	0	main
78	4	0	130	122	130	0	1	10	0	main
78	4	0	121	127	130	0	0	10	0	main
78	4	0	130	124	130	0	0	10	0	main
78	4	0	257	127	265	1	1	10	0	main
78	4	0	279	236	265	0	1	10	0	main
78	4	0	271	276	265	0	1	10	1	main
78	4	0	247	274	265	0	1	10	0	main
78	4	0	277	259	265	0	1	10	0	main
78	4	0	282	269	265	0	1	10	0	main
78	4	0	271	276	265	0	0	10	0	main
78	4	0	267	273	265	0	0	10	0	main
78	4	0	274	269	265	0	0	10	0	main
78	4	0	268	271	265	0	1	10	0	main
78	4	0	259	270	265	0	0	10	0	main
78	4	0	254	263	265	0	0	10	0	main
78	4	0	277	258	265	0	0	10	0	main
78	4	0	249	268	265	0	1	10	0	main
78	4	0	258	256	265	0	1	10	0	main
78	4	0	260	257	265	0	1	10	0	main
78	4	0	280	258	265	0	0	10	0	main
78	4	0	256	270	265	0	1	10	0	main
78	4	0	278	264	265	0	1	10	0	main
78	4	0	267	265	265	0	1	10	0	main
78	4	0	284	265	265	0	0	10	0	main
78	4	0	261	273	265	0	0	10	0	main
78	4	0	275	268	265	0	1	10	0	main
78	4	0	256	271	265	0	0	10	0	main
78	4	1	35	150	51	0	1	25	0	main
78	4	0	82	52	51	0	0	25	1	main
78	4	0	36	65	51	0	0	25	0	main
78	4	0	64	52	51	0	1	25	0	main
78	4	0	50	58	51	0	1	25	0	main
78	4	0	48	52	51	0	0	25	0	main
78	4	0	96	49	98	1	0	25	0	main
78	4	0	72	70	98	0	0	25	0	main
78	4	0	95	71	98	0	1	25	0	main
78	4	0	132	82	98	0	1	25	0	main
78	4	0	119	119	98	0	1	25	0	main
78	4	0	226	119	223	1	0	25	0	main
78	4	0	261	211	223	0	0	25	0	main
78	4	0	237	258	223	0	0	25	0	main
78	4	0	211	247	223	0	0	25	0	main
78	4	0	248	228	223	0	1	25	0	main
78	4	0	3	237	6	1	1	25	0	main
78	4	0	24	65	6	0	0	25	0	main
78	4	0	10	29	6	0	0	25	1	main
78	4	0	187	16	179	1	0	25	0	main
78	4	0	187	190	179	0	1	25	1	main
78	4	0	204	189	179	0	0	25	0	main
78	4	0	145	196	179	0	0	25	0	main
78	4	0	167	168	179	0	1	25	1	main
78	4	0	214	168	179	0	0	25	0	main
78	4	0	175	203	179	0	0	25	0	main
78	4	0	212	189	179	0	1	25	0	main
78	4	0	184	202	179	0	1	25	0	main
78	4	0	201	193	179	0	0	25	0	main
78	4	0	197	197	179	0	1	25	1	main
78	4	0	196	197	179	0	0	25	1	main
78	4	0	155	197	179	0	1	25	0	main
78	4	0	128	172	179	0	0	25	0	main
78	4	0	214	141	179	0	1	25	0	main
78	4	0	183	209	179	0	0	25	0	main
78	4	0	142	196	179	0	0	25	0	main
78	4	0	162	152	179	0	1	25	0	main
78	4	0	191	157	179	0	1	25	0	main
78	4	0	156	157	179	0	0	25	0	main
78	4	0	185	157	179	0	1	25	0	main
78	4	0	158	171	179	0	0	25	0	main
78	4	0	177	165	179	0	0	25	0	main
78	4	0	153	171	179	0	1	25	0	main
78	4	0	161	162	179	0	0	25	0	main
78	4	0	177	163	179	0	1	25	0	main
78	4	0	165	170	179	0	1	25	0	main
78	4	0	158	167	179	0	1	25	0	main
78	4	0	207	162	179	0	0	25	0	main
78	4	0	156	185	179	0	0	25	0	main
78	4	0	212	181	179	0	1	25	0	main
78	4	0	140	199	179	0	0	25	0	main
78	4	0	204	164	179	0	1	25	0	main
78	4	0	138	164	93	1	0	25	0	main
78	4	0	53	153	93	0	1	25	0	main
78	4	0	79	60	93	0	0	25	0	main
78	4	0	113	72	93	0	0	25	0	main
78	4	0	105	93	93	0	1	25	0	main
78	4	0	115	100	93	0	1	25	0	main
78	4	0	52	108	50	1	0	25	0	main
78	4	0	46	71	50	0	1	25	0	main
78	4	0	42	50	50	0	0	25	0	main
78	4	0	22	46	50	0	0	25	0	main
78	4	0	70	31	50	0	0	25	1	main
78	4	0	51	52	50	0	0	25	0	main
78	4	0	20	52	67	1	0	25	0	main
78	4	0	66	33	67	0	1	25	0	main
78	4	0	113	49	67	0	1	25	0	main
78	4	0	103	96	67	0	1	25	0	main
78	4	0	203	100	210	1	1	25	0	main
78	4	0	227	187	210	0	1	25	0	main
78	4	0	185	208	210	0	0	25	0	main
78	4	0	249	194	210	0	1	25	0	main
78	4	0	198	231	210	0	1	25	0	main
78	4	0	203	215	210	0	0	25	0	main
78	4	0	208	208	210	0	1	25	0	main
78	4	0	238	208	210	0	1	25	0	main
78	4	0	256	227	210	0	0	25	0	main
78	4	0	212	239	210	0	0	25	0	main
78	4	0	191	223	210	0	0	25	0	main
78	4	0	250	207	210	0	1	25	0	main
78	4	0	204	231	210	0	0	25	0	main
78	4	0	177	218	210	0	0	25	0	main
78	4	0	224	187	210	0	0	25	0	main
78	4	0	208	205	210	0	1	25	0	main
78	4	0	212	206	210	0	0	25	0	main
78	4	0	159	208	210	0	1	25	0	main
78	4	0	113	178	137	1	1	25	0	main
78	4	0	148	129	137	0	0	25	0	main
78	4	0	154	139	137	0	1	25	0	main
78	4	0	137	146	137	0	0	25	0	main
78	4	0	114	141	137	0	0	25	0	main
78	4	0	123	126	137	0	1	25	0	main
78	4	0	132	124	137	0	1	25	0	main
78	4	0	164	129	137	0	0	25	1	main
78	4	0	139	148	137	0	1	25	0	main
78	4	0	277	143	264	1	1	25	0	main
78	4	0	256	262	264	0	1	25	0	main
78	4	0	232	258	264	0	1	25	0	main
78	4	0	184	245	194	1	0	25	0	main
78	4	0	214	201	194	0	1	25	0	main
78	4	0	134	207	194	0	1	25	0	main
78	4	0	189	159	194	0	1	25	0	main
78	4	0	120	177	111	1	0	25	0	main
78	4	0	105	135	111	0	0	25	0	main
78	4	0	111	108	111	0	0	25	0	main
78	4	0	94	109	111	0	1	25	0	main
78	4	0	116	100	111	0	0	25	0	main
78	4	0	100	109	111	0	1	25	0	main
78	4	0	112	103	111	0	0	25	0	main
78	4	0	128	108	111	0	1	25	1	main
78	4	0	127	118	111	0	1	25	0	main
78	4	0	95	123	111	0	1	25	0	main
78	4	0	127	104	111	0	1	25	0	main
78	4	0	80	115	111	0	1	25	0	main
78	4	0	66	92	111	0	1	25	0	main
78	4	0	84	69	111	0	1	25	0	main
78	4	0	113	76	111	0	1	25	0	main
78	4	0	171	102	233	1	1	25	0	main
78	4	0	213	160	233	0	1	25	1	main
78	4	0	226	214	233	0	1	25	0	main
78	4	0	208	221	233	0	1	25	0	main
78	4	0	262	215	233	0	1	25	0	main
78	4	0	127	258	146	1	0	25	0	main
78	4	0	117	169	146	0	1	25	0	main
78	4	0	176	137	146	0	0	25	0	main
78	4	0	160	160	146	0	1	25	0	main
78	4	0	151	160	146	0	1	25	0	main
78	4	0	167	155	146	0	1	25	0	main
78	4	0	80	160	146	0	1	25	0	main
78	4	0	255	97	253	1	1	25	0	main
78	4	0	229	202	253	0	0	25	0	main
78	4	0	283	212	253	0	1	25	0	main
78	4	0	247	272	253	0	0	25	0	main
78	4	0	225	259	253	0	1	25	0	main
78	4	0	236	240	253	0	0	25	0	main
78	4	0	250	238	253	0	0	25	1	main
78	4	0	217	245	253	0	0	25	0	main
78	4	0	284	232	253	0	1	25	0	main
78	4	0	204	265	253	0	0	25	0	main
78	4	0	128	224	133	1	0	25	0	main
78	4	0	155	156	133	0	1	25	0	main
78	4	0	133	156	133	0	1	25	0	main
78	4	0	136	144	133	0	0	25	0	main
78	4	0	104	140	133	0	0	25	0	main
78	4	0	76	121	133	0	1	25	0	main
78	4	0	152	85	133	0	1	25	0	main
78	4	0	60	137	82	1	1	25	0	main
78	4	0	111	96	82	0	0	25	0	main
78	4	0	83	104	82	0	1	25	0	main
78	4	0	111	94	82	0	1	25	0	main
78	4	0	25	101	82	0	1	25	0	main
78	4	0	53	60	82	0	0	25	0	main
78	4	0	76	55	82	0	0	25	0	main
78	4	0	72	65	82	0	0	25	0	main
78	4	0	91	69	82	0	0	25	0	main
78	4	0	166	81	132	1	1	25	0	main
78	4	0	115	146	132	0	1	25	0	main
78	4	0	139	131	132	0	0	25	1	main
78	4	0	171	134	132	0	0	25	0	main
78	4	0	161	152	132	0	1	25	1	main
78	4	0	96	157	132	0	1	25	0	main
78	4	0	194	115	132	0	0	25	0	main
78	4	0	123	175	132	0	0	25	0	main
78	4	0	58	156	23	1	1	25	0	main
78	4	0	49	102	23	0	1	25	0	main
78	4	0	7	60	23	0	1	25	0	main
78	4	0	44	11	23	0	1	25	0	main
78	4	0	217	30	230	1	1	25	0	main
78	4	0	209	143	230	0	0	25	0	main
78	4	0	213	203	230	0	1	25	0	main
78	4	0	279	208	219	1	0	25	0	main
78	4	0	150	267	219	0	1	25	0	main
78	4	0	238	189	219	0	1	25	0	main
78	4	0	198	207	219	0	1	25	0	main
78	4	0	212	202	219	0	1	25	0	main
78	4	0	228	207	196	1	0	25	0	main
78	4	0	192	216	196	0	1	25	0	main
78	4	0	182	203	196	0	1	25	0	main
78	4	0	204	191	196	0	1	25	0	main
78	4	0	189	198	196	0	0	25	0	main
78	4	0	191	193	196	0	0	25	0	main
78	4	0	190	192	196	0	1	25	0	main
78	4	0	238	192	196	0	0	25	0	main
78	4	0	194	214	196	0	0	25	0	main
78	4	0	177	206	196	0	1	25	0	main
78	4	0	227	190	196	0	1	25	0	main
78	4	0	254	207	196	0	0	25	0	main
78	4	0	204	243	196	0	0	25	0	main
78	4	0	198	223	196	0	1	25	0	main
78	4	0	186	211	196	0	1	25	0	main
78	4	0	186	199	196	0	0	25	0	main
78	4	0	201	193	196	0	0	25	0	main
78	4	0	193	196	196	0	1	25	0	main
78	4	0	173	195	196	0	0	25	0	main
78	4	0	158	185	196	0	1	25	0	main
78	4	0	197	173	196	0	0	25	0	main
78	4	0	215	185	196	0	1	25	0	main
78	4	0	184	200	196	0	1	25	0	main
78	4	0	189	192	196	0	1	25	0	main
78	4	0	183	190	196	0	0	25	1	main
