subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	cond	ip	saw
122	2	1	286	163	281	0	0	10	0	main	29	22
122	2	0	270	276	281	0	0	10	0	main	29	22
122	2	0	299	280	281	0	1	10	1	main	29	22
122	2	0	290	284	281	0	1	10	0	main	29	22
122	2	0	283	285	281	0	1	10	0	main	29	22
122	2	0	60	283	59	1	1	10	0	main	29	22
122	2	0	66	64	59	0	0	10	0	main	29	22
122	2	0	61	64	59	0	0	10	0	main	29	22
122	2	0	38	63	59	0	0	10	0	main	29	22
122	2	0	56	61	59	0	1	10	0	main	29	22
122	2	0	49	60	59	0	0	10	0	main	29	22
122	2	0	64	58	59	0	1	10	0	main	29	22
122	2	0	69	59	59	0	0	10	0	main	29	22
122	2	0	156	62	178	1	1	10	0	main	29	22
122	2	0	178	151	178	0	0	10	0	main	29	22
122	2	0	187	158	178	0	0	10	0	main	29	22
122	2	0	171	165	178	0	0	10	0	main	29	22
122	2	0	180	167	178	0	1	10	0	main	29	22
122	2	0	170	171	178	0	1	10	0	main	29	22
122	2	0	170	171	178	0	1	10	0	main	29	22
122	2	0	168	172	178	0	0	10	1	main	29	22
122	2	0	175	172	178	0	0	10	0	main	29	22
122	2	0	176	172	178	0	0	10	0	main	29	22
122	2	0	161	172	178	0	1	10	0	main	29	22
122	2	0	178	170	178	0	1	10	0	main	29	22
122	2	0	197	172	178	0	1	10	0	main	29	22
122	2	0	179	183	178	0	1	10	0	main	29	22
122	2	0	180	182	178	0	0	10	0	main	29	22
122	2	0	172	181	178	0	0	10	0	main	29	22
122	2	0	175	181	178	0	1	10	0	main	29	22
122	2	0	185	180	178	0	1	10	0	main	29	22
122	2	0	180	181	178	0	0	10	0	main	29	22
122	2	0	191	181	178	0	1	10	0	main	29	22
122	2	0	277	184	282	1	1	10	0	main	29	22
122	2	0	268	271	282	0	1	10	0	main	29	22
122	2	0	285	271	282	0	0	10	0	main	29	22
122	2	0	276	281	282	0	1	10	1	main	29	22
122	2	0	286	281	282	0	0	10	0	main	29	22
122	2	0	293	281	282	0	0	10	1	main	29	22
122	2	0	289	283	282	0	1	10	0	main	29	22
122	2	0	292	284	282	0	1	10	1	main	29	22
122	2	0	279	285	282	0	0	10	1	main	29	22
122	2	0	283	285	282	0	0	10	0	main	29	22
122	2	0	284	285	282	0	0	10	0	main	29	22
122	2	0	281	285	282	0	1	10	0	main	29	22
122	2	0	299	284	282	0	1	10	0	main	29	22
122	2	0	279	287	282	0	0	10	0	main	29	22
122	2	0	288	286	282	0	1	10	1	main	29	22
122	2	0	278	286	282	0	1	10	0	main	29	22
122	2	0	278	285	282	0	1	10	0	main	29	22
122	2	0	277	284	282	0	0	10	0	main	29	22
122	2	0	292	284	282	0	1	10	0	main	29	22
122	2	0	284	285	282	0	0	10	0	main	29	22
122	2	0	146	286	163	1	0	10	0	main	29	22
122	2	0	163	145	163	0	1	10	0	main	29	22
122	2	0	149	154	163	0	1	10	0	main	29	22
122	2	0	146	153	153	1	0	10	0	main	29	22
122	2	0	151	152	153	0	0	10	0	main	29	22
122	2	0	157	152	153	0	0	10	0	main	29	22
122	2	0	151	153	153	0	1	10	0	main	29	22
122	2	0	151	153	153	0	1	10	0	main	29	22
122	2	0	146	153	153	0	1	10	1	main	29	22
122	2	0	146	152	153	0	1	10	0	main	29	22
122	2	0	144	151	153	0	1	10	0	main	29	22
122	2	0	166	149	153	0	1	10	1	main	29	22
122	2	0	157	156	153	0	1	10	0	main	29	22
122	2	0	14	156	5	1	0	10	0	main	29	22
122	2	0	8	21	5	0	0	10	0	main	29	22
122	2	0	29	20	5	0	0	10	0	main	29	22
122	2	0	1	20	5	0	0	10	0	main	29	22
122	2	0	7	18	5	0	0	10	0	main	29	22
122	2	0	5	17	5	0	1	10	1	main	29	22
122	2	0	21	13	5	0	0	10	0	main	29	22
122	2	0	233	13	228	1	0	10	0	main	29	22
122	2	0	226	230	228	0	0	10	0	main	29	22
122	2	0	223	229	228	0	1	10	1	main	29	22
122	2	0	221	228	228	0	0	10	0	main	29	22
122	2	0	210	227	228	0	1	10	0	main	29	22
122	2	0	212	222	228	0	0	10	0	main	29	22
122	2	0	218	221	228	0	0	10	0	main	29	22
122	2	0	230	221	228	0	0	10	0	main	29	22
122	2	0	210	222	228	0	0	10	0	main	29	22
122	2	0	273	222	272	1	1	10	0	main	29	22
122	2	0	274	274	272	0	1	10	1	main	29	22
122	2	0	284	274	272	0	0	10	0	main	29	22
122	2	0	260	274	272	0	1	10	0	main	29	22
122	2	0	265	273	272	0	0	10	0	main	29	22
122	2	0	272	273	272	0	0	10	0	main	29	22
122	2	0	262	273	272	0	1	10	0	main	29	22
122	2	0	74	272	95	1	1	10	1	main	29	22
122	2	0	87	79	95	0	1	10	0	main	29	22
122	2	0	85	80	95	0	0	10	0	main	29	22
122	2	0	99	81	95	0	1	10	0	main	29	22
122	2	0	78	85	95	0	1	10	0	main	29	22
122	2	0	106	89	95	0	1	10	1	main	29	22
122	2	0	291	92	294	1	0	10	0	main	29	22
122	2	0	296	286	294	0	1	10	0	main	29	22
122	2	0	283	293	294	0	0	10	0	main	29	22
122	2	0	291	289	294	0	1	10	0	main	29	22
122	2	0	292	289	294	0	1	10	0	main	29	22
122	2	0	285	289	294	0	0	10	0	main	29	22
122	2	0	297	289	294	0	1	10	0	main	29	22
122	2	0	286	291	294	0	0	10	1	main	29	22
122	2	0	271	291	294	0	1	10	0	main	29	22
122	2	0	283	286	294	0	0	10	0	main	29	22
122	2	0	70	286	51	1	1	10	0	main	29	22
122	2	0	48	72	51	0	1	10	0	main	29	22
122	2	0	35	54	51	0	1	10	1	main	29	22
122	2	0	34	48	51	0	1	10	0	main	29	22
122	2	0	70	47	51	0	1	10	0	main	29	22
122	2	0	48	51	51	0	1	10	0	main	29	22
122	2	0	50	51	51	0	0	10	0	main	29	22
122	2	0	35	51	51	0	0	10	0	main	29	22
122	2	0	57	50	51	0	1	10	0	main	29	22
122	2	0	44	52	51	0	0	10	0	main	29	22
122	2	0	71	52	51	0	0	10	0	main	29	22
122	2	0	56	54	51	0	1	10	0	main	29	22
122	2	0	39	54	51	0	1	10	1	main	29	22
122	2	0	63	52	51	0	1	10	0	main	29	22
122	2	0	45	53	51	0	1	10	0	main	29	22
122	2	0	123	52	125	1	0	10	1	main	29	22
122	2	0	130	132	125	0	0	10	0	main	29	22
122	2	0	121	132	125	0	0	10	0	main	29	22
122	2	0	116	132	125	0	0	10	0	main	29	22
122	2	0	114	131	125	0	1	10	1	main	29	22
