subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
29	3	1.0	264	156.0	240.0	1.0	0.0	15	150.0	stable_high	0
29	3	0.0	237	227.99999999999991	240.0	0.0	0.0	15	156.0	stable_high	1
29	3	0.0	222	257.9999999999998	240.0	0.0	0.0	15	227.99999999999991	stable_high	2
29	3	0.0	237	245.99999999999983	240.0	0.0	0.15	15	257.9999999999998	stable_high	3
29	3	0.0	189	216.00000000000006	183.0	1.0	0.15	15	245.99999999999983	stable_high	4
29	3	0.0	162	221.99999999999994	183.0	0.0	0.15	15	216.00000000000006	stable_high	5
29	3	0.0	177	141.0	183.0	0.0	0.15	15	221.99999999999994	stable_high	6
29	3	0.0	162	195.00000000000006	183.0	0.0	0.15	15	141.0	stable_high	7
29	3	0.0	171	153.0	183.0	0.0	0.15	15	195.00000000000006	stable_high	8
29	3	0.0	186	192.00000000000006	183.0	0.0	0.3	15	153.0	stable_high	9
29	3	0.0	201	174.00000000000003	183.0	0.0	0.3	15	192.00000000000006	stable_high	10
29	3	0.0	183	216.00000000000006	183.0	0.0	0.3	15	174.00000000000003	stable_high	11
29	3	0.0	165	174.00000000000003	183.0	0.0	0.45	15	216.00000000000006	stable_high	12
29	3	0.0	177	195.00000000000006	183.0	0.0	0.45	15	174.00000000000003	stable_high	13
29	3	0.0	204	168.00000000000003	183.0	0.0	0.45	15	195.00000000000006	stable_high	14
29	3	0.0	162	219.0	183.0	0.0	0.45	15	168.00000000000003	stable_high	15
29	3	0.0	198	147.0	183.0	0.0	0.45	15	219.0	stable_high	16
29	3	0.0	195	221.99999999999994	183.0	0.0	0.45	15	147.0	stable_high	17
29	3	0.0	192	198.00000000000006	168.0	1.0	0.6	15	221.99999999999994	stable_high	18
29	3	0.0	132	198.00000000000006	168.0	0.0	0.6	15	198.00000000000006	stable_high	19
29	3	0.0	132	134.99999999999997	168.0	0.0	0.75	15	198.00000000000006	stable_high	20
29	3	0.0	165	134.99999999999997	168.0	0.0	0.75	15	134.99999999999997	stable_high	21
29	3	0.0	189	168.00000000000003	168.0	0.0	0.75	15	134.99999999999997	stable_high	22
29	3	0.0	147	189.00000000000006	168.0	0.0	0.75	15	168.00000000000003	stable_high	23
29	3	0.0	174	150.0	168.0	0.0	0.75	15	189.00000000000006	stable_high	24
29	3	0.0	180	180.00000000000003	168.0	0.0	0.9	15	150.0	stable_high	25
29	3	0.0	171	180.00000000000003	168.0	0.0	1.05	15	180.00000000000003	stable_high	26
29	3	0.0	177	177.00000000000003	168.0	0.0	1.2	15	180.00000000000003	stable_high	27
29	3	0.0	156	177.00000000000003	168.0	0.0	1.2	15	177.00000000000003	stable_high	28
29	3	0.0	147	165.00000000000003	168.0	0.0	1.2	15	177.00000000000003	stable_high	29
