subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	z_t	cond	trial
25	3	1.0	72	150.0	72.0	1.0	0.0	15	150.0	stable_high	0
25	3	0.0	66	96.00000000000004	72.0	0.0	0.0	15	150.0	stable_high	1
25	3	0.0	63	96.00000000000004	72.0	0.0	0.0	15	96.00000000000004	stable_high	2
25	3	0.0	96	81.00000000000003	72.0	0.0	0.0	15	96.00000000000004	stable_high	3
25	3	0.0	72	84.00000000000003	72.0	0.0	0.15	15	81.00000000000003	stable_high	4
25	3	0.0	228	84.00000000000003	234.0	1.0	0.15	15	84.00000000000003	stable_high	5
25	3	0.0	225	203.99999999999983	234.0	0.0	0.15	15	84.00000000000003	stable_high	6
25	3	0.0	240	212.99999999999977	234.0	0.0	0.15	15	203.99999999999983	stable_high	7
25	3	0.0	240	230.99999999999972	234.0	0.0	0.3	15	212.99999999999977	stable_high	8
25	3	0.0	219	230.99999999999972	234.0	0.0	0.45	15	230.99999999999972	stable_high	9
25	3	0.0	222	227.99999999999974	234.0	0.0	0.6	15	230.99999999999972	stable_high	10
25	3	0.0	228	224.99999999999974	234.0	0.0	0.75	15	227.99999999999974	stable_high	11
25	3	0.0	213	227.99999999999974	234.0	0.0	0.9	15	224.99999999999974	stable_high	12
25	3	0.0	216	221.99999999999974	234.0	0.0	1.05	15	227.99999999999974	stable_high	13
25	3	0.0	246	215.99999999999974	234.0	0.0	1.05	15	221.99999999999974	stable_high	14
25	3	0.0	258	236.99999999999966	234.0	0.0	1.05	15	215.99999999999974	stable_high	15
25	3	0.0	249	257.9999999999996	234.0	0.0	1.2	15	236.99999999999966	stable_high	16
25	3	0.0	228	257.9999999999996	234.0	0.0	1.2	15	257.9999999999996	stable_high	17
25	3	0.0	243	245.99999999999966	234.0	0.0	1.35	15	257.9999999999996	stable_high	18
25	3	0.0	111	239.99999999999966	111.0	1.0	1.35	15	245.99999999999966	stable_high	19
25	3	0.0	123	132.00000000000006	111.0	0.0	1.5	15	239.99999999999966	stable_high	20
25	3	0.0	102	132.00000000000006	111.0	0.0	1.5	15	132.00000000000006	stable_high	21
25	3	0.0	108	120.00000000000006	111.0	0.0	1.65	15	132.00000000000006	stable_high	22
25	3	0.0	102	102.00000000000004	111.0	0.0	1.8	15	120.00000000000006	stable_high	23
25	3	0.0	108	120.00000000000006	111.0	0.0	1.95	15	102.00000000000004	stable_high	24
25	3	0.0	105	93.00000000000003	111.0	0.0	1.95	15	120.00000000000006	stable_high	25
25	3	0.0	249	108.00000000000004	219.0	1.0	1.95	15	93.00000000000003	stable_high	26
25	3	0.0	234	239.99999999999966	219.0	0.0	2.1	15	108.00000000000004	stable_high	27
25	3	0.0	204	221.99999999999974	219.0	0.0	2.1	15	239.99999999999966	stable_high	28
25	3	0.0	213	224.99999999999974	219.0	0.0	2.25	15	221.99999999999974	stable_high	29
25	3	0.0	216	224.99999999999974	219.0	0.0	2.4	15	224.99999999999974	stable_high	30
25	3	0.0	219	239.99999999999966	219.0	0.0	2.4	15	224.99999999999974	stable_high	31
25	3	0.0	234	236.99999999999966	219.0	0.0	2.55	15	239.99999999999966	stable_high	32
25	3	0.0	204	248.99999999999966	219.0	0.0	2.55	15	236.99999999999966	stable_high	33
25	3	0.0	144	221.99999999999974	126.0	1.0	2.55	15	248.99999999999966	stable_high	34
25	3	0.0	117	161.99999999999994	126.0	0.0	2.55	15	221.99999999999974	stable_high	35
25	3	0.0	138	96.00000000000004	126.0	0.0	2.55	15	161.99999999999994	stable_high	36
25	3	0.0	144	141.00000000000003	126.0	0.0	2.7	15	96.00000000000004	stable_high	37
25	3	0.0	132	153.0	126.0	0.0	2.7	15	141.00000000000003	stable_high	38
25	3	0.0	129	141.00000000000003	126.0	0.0	2.85	15	153.0	stable_high	39
25	3	0.0	123	132.00000000000006	126.0	0.0	3.0	15	141.00000000000003	stable_high	40
25	3	0.0	132	123.00000000000004	126.0	0.0	3.15	15	132.00000000000006	stable_high	41
25	3	0.0	114	132.00000000000006	126.0	0.0	3.15	15	123.00000000000004	stable_high	42
25	3	0.0	126	126.00000000000006	126.0	0.0	3.3	15	132.00000000000006	stable_high	43
25	3	0.0	159	132.00000000000006	126.0	0.0	3.3	15	126.00000000000006	stable_high	44
25	3	0.0	114	150.0	126.0	0.0	3.3	15	132.00000000000006	stable_high	45
25	3	0.0	111	158.99999999999997	126.0	0.0	3.3	15	150.0	stable_high	46
25	3	0.0	120	129.00000000000009	126.0	0.0	3.45	15	158.99999999999997	stable_high	47
25	3	0.0	135	132.00000000000006	126.0	0.0	3.6	15	129.00000000000009	stable_high	48
25	3	0.0	132	150.0	126.0	0.0	3.6	15	132.00000000000006	stable_high	49
25	3	0.0	135	150.0	126.0	0.0	3.75	15	150.0	stable_high	50
25	3	0.0	117	147.00000000000003	126.0	0.0	3.75	15	150.0	stable_high	51
25	3	0.0	135	126.00000000000006	126.0	0.0	3.9	15	147.00000000000003	stable_high	52
25	3	0.0	99	138.00000000000006	126.0	0.0	3.9	15	126.00000000000006	stable_high	53
25	3	0.0	111	117.00000000000006	126.0	0.0	4.05	15	138.00000000000006	stable_high	54
25	3	0.0	117	123.00000000000004	126.0	0.0	4.2	15	117.00000000000006	stable_high	55
25	3	0.0	114	135.00000000000006	126.0	0.0	4.2	15	123.00000000000004	stable_high	56
25	3	0.0	123	129.00000000000009	126.0	0.0	4.35	15	135.00000000000006	stable_high	57
25	3	0.0	144	138.00000000000006	126.0	0.0	4.5	15	129.00000000000009	stable_high	58
25	3	0.0	165	108.00000000000004	180.0	1.0	4.5	15	138.00000000000006	stable_high	59
25	3	0.0	192	108.00000000000004	180.0	0.0	4.5	15	108.00000000000004	stable_high	60
25	3	0.0	162	191.99999999999983	180.0	0.0	4.5	15	108.00000000000004	stable_high	61
25	3	0.0	198	173.99999999999991	180.0	0.0	4.5	15	191.99999999999983	stable_high	62
25	3	0.0	186	167.99999999999997	180.0	0.0	4.5	15	173.99999999999991	stable_high	63
25	3	0.0	132	167.99999999999997	129.0	1.0	4.5	15	167.99999999999997	stable_high	64
25	3	0.0	102	155.99999999999997	129.0	0.0	4.5	15	167.99999999999997	stable_high	65
25	3	0.0	132	123.00000000000004	129.0	0.0	4.65	15	155.99999999999997	stable_high	66
25	3	0.0	135	150.0	129.0	0.0	4.8	15	123.00000000000004	stable_high	67
25	3	0.0	162	126.00000000000006	129.0	0.0	4.8	15	150.0	stable_high	68
25	3	0.0	129	161.99999999999994	129.0	0.0	4.8	15	126.00000000000006	stable_high	69
25	3	0.0	99	153.0	129.0	0.0	4.8	15	161.99999999999994	stable_high	70
25	3	0.0	117	123.00000000000004	105.0	1.0	4.95	15	153.0	stable_high	71
25	3	0.0	114	123.00000000000004	105.0	0.0	5.1	15	123.00000000000004	stable_high	72
25	3	0.0	105	123.00000000000004	105.0	0.0	5.1	15	123.00000000000004	stable_high	73
25	3	0.0	114	117.00000000000006	105.0	0.0	5.25	15	123.00000000000004	stable_high	74
25	3	0.0	108	144.00000000000003	105.0	0.0	5.25	15	117.00000000000006	stable_high	75
25	3	0.0	108	123.00000000000004	105.0	0.0	5.4	15	144.00000000000003	stable_high	76
