subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	z_t	cond	ip	saw	init_rt	rt
65	4	1	98	142.5	107	0	1	17.5	0	150	main_noPush	16	29	3.69209347298602	7.87594011100009
65	4	0	86	117	107	0	1	17.5	0	142.5	main_noPush	16	29	0.111954718013294	2.33194650101359
65	4	0	98	94.5	107	0	1	17.5	0	117	main_noPush	16	29	0.0492050260072574	0.637099264014978
65	4	0	127	94.5	107	0	0.25	17.5	0	94.5	main_noPush	16	29	NaN	0.692468463006662
65	4	0	139	108	107	0	0.25	17.5	0	94.5	main_noPush	16	29	1.12633232600638	2.5088537989941
65	4	0	106	117	80	1	1	17.5	0	108	main_noPush	16	29	0.17601396999089	1.07315917898086
65	4	0	116	117	80	0	0.25	17.5	0	117	main_noPush	16	29	NaN	0.497932418016717
65	4	0	90	145.5	80	0	1	17.5	0	117	main_noPush	16	29	2.76194827098516	5.92170943398378
65	4	0	176	115.5	177	1	1	17.5	0	145.5	main_noPush	16	29	0.09427573098219	1.37951052899007
65	4	0	150	157.5	177	0	1	17.5	0	115.5	main_noPush	16	29	0.560553240997251	3.67703627899755
65	4	0	182	147	177	0	1	17.5	0	157.5	main_noPush	16	29	1.51638564100722	2.51361180600361
65	4	0	153	163.5	177	0	1	17.5	0	147	main_noPush	16	29	0.411554710008204	1.97107213002164
65	4	0	169	163.5	177	0	1	17.5	0	163.5	main_noPush	16	29	NaN	2.16449369001202
65	4	0	146	136.5	114	1	1	17.5	0	163.5	main_noPush	16	29	0.579173981008353	1.87942801500321
65	4	0	106	136.5	114	0	0.25	17.5	0	136.5	main_noPush	16	29	NaN	4.32746252100333
65	4	0	126	118.5	114	0	1	17.5	0	136.5	main_noPush	16	29	0.00281627001822926	0.708511119999457
65	4	0	85	118.5	114	0	0.25	17.5	0	118.5	main_noPush	16	29	NaN	1.2909860269865
65	4	0	108	100.5	114	0	1	17.5	0	118.5	main_noPush	16	29	0.00323559201206081	0.871391410997603
65	4	0	86	118.5	114	0	1	17.5	0	100.5	main_noPush	16	29	2.58960469299927	3.93412286299281
65	4	0	109	102	114	0	1	17.5	0	118.5	main_noPush	16	29	0.00241088500479236	0.633971904026112
65	4	0	103	102	114	0	0.25	17.5	0	102	main_noPush	16	29	NaN	2.76265616097953
65	4	0	138	127.5	130	1	0.25	17.5	0	102	main_noPush	16	29	0.839592530974187	2.20527878098073
65	4	0	146	127.5	130	0	0.25	17.5	0	127.5	main_noPush	16	29	NaN	0.752601883985335
65	4	0	146	99	130	0	1	17.5	0	127.5	main_noPush	16	29	0.351566369994543	1.99900509699364
65	4	0	128	120	169	1	1	17.5	0	99	main_noPush	16	29	1.11884035999537	2.08499613098684
65	4	0	162	120	169	0	0.25	17.5	0	120	main_noPush	16	29	NaN	2.15433053299785
65	4	0	136	144	169	0	0.25	17.5	0	120	main_noPush	16	29	0.390322300023399	1.80961933900835
65	4	0	159	105	169	0	0.25	17.5	0	144	main_noPush	16	29	0.454284211999038	1.78006453698617
65	4	0	195	133.5	169	0	1	17.5	0	105	main_noPush	16	29	0.179532256006496	1.33963462000247
65	4	0	143	169.5	169	0	0.25	17.5	1	133.5	main_noPush	16	29	0.00249232299393043	1.5705360089778
65	4	0	177	166.5	169	0	0.25	17.5	0	169.5	main_noPush	16	29	0.00254742702236399	8.1726750540256
65	4	0	145	166.5	169	0	1	17.5	0	166.5	main_noPush	16	29	NaN	1.12748304300476
65	4	0	153	129	169	0	1	17.5	0	166.5	main_noPush	16	29	0.481837656989228	1.64841590699507
65	4	0	171	129	169	0	1	17.5	0	129	main_noPush	16	29	NaN	1.84329073599656
65	4	0	131	150	120	1	0.25	17.5	0	129	main_noPush	16	29	0.414826719003031	1.79268308999599
65	4	0	103	142.5	120	0	0.25	17.5	0	150	main_noPush	16	29	0.326935921009863	0.736188878014218
65	4	0	148	124.5	120	0	0.25	17.5	0	142.5	main_noPush	16	29	0.00292465000529774	1.38659740201547
65	4	0	111	130.5	120	0	0.25	17.5	0	124.5	main_noPush	16	29	0.366326067014597	1.05457135400502
