subj_num	age_group	new_block	x_t	b_t	mu_t	c_t	r_t	sigma	v_t	z_t	cond
30	1	1	180	150	177	0	1	17.5	1	150	main_noPush
30	1	0	201	168	177	0	1	17.5	1	150	main_noPush
30	1	0	170	181.5	177	0	1	17.5	0	168	main_noPush
30	1	0	175	181.5	177	0	0.25	17.5	0	181.5	main_noPush
30	1	0	120	181.5	161	1	0.25	17.5	0	181.5	main_noPush
30	1	0	137	152.5	161	0	0.25	17.5	0	181.5	main_noPush
30	1	0	175	152.5	161	0	1	17.5	0	152.5	main_noPush
30	1	0	168	161.5	161	0	0.25	17.5	0	152.5	main_noPush
30	1	0	177	161.5	161	0	1	17.5	0	161.5	main_noPush
30	1	0	172	161.5	161	0	1	17.5	0	161.5	main_noPush
30	1	0	159	161.5	161	0	0.25	17.5	0	161.5	main_noPush
30	1	0	115	161.5	161	0	0.25	17.5	0	161.5	main_noPush
30	1	0	12	137	32	1	0.25	17.5	0	161.5	main_noPush
30	1	0	20	87.5	32	0	0.25	17.5	0	137	main_noPush
30	1	0	49	56	32	0	0.25	17.5	0	87.5	main_noPush
30	1	0	67	56	32	0	0.25	17.5	0	56	main_noPush
30	1	0	21	56	32	0	0.25	17.5	0	56	main_noPush
30	1	0	40	40.5	32	0	1	17.5	0	56	main_noPush
30	1	0	24	40.5	32	0	0.25	17.5	0	40.5	main_noPush
30	1	0	22	40.5	32	0	1	17.5	0	40.5	main_noPush
30	1	0	36	40.5	32	0	0.25	17.5	0	40.5	main_noPush
30	1	0	26	40.5	32	0	0.25	17.5	0	40.5	main_noPush
30	1	0	21	40.5	32	0	0.25	17.5	0	40.5	main_noPush
30	1	0	64	40.5	32	0	0.25	17.5	0	40.5	main_noPush
30	1	0	3	40.5	32	0	1	17.5	0	40.5	main_noPush
30	1	0	40	21	32	0	1	17.5	0	40.5	main_noPush
30	1	0	39	21	32	0	1	17.5	0	21	main_noPush
30	1	0	21	30	32	0	0.25	17.5	0	21	main_noPush
30	1	0	8	30	32	0	1	17.5	1	30	main_noPush
30	1	0	46	22.5	32	0	1	17.5	0	30	main_noPush
30	1	0	5	34	32	0	0.25	17.5	0	22.5	main_noPush
30	1	0	35	19	32	0	1	17.5	0	34	main_noPush
30	1	0	2	19	32	0	0.25	17.5	0	19	main_noPush
30	1	0	38	19	32	0	1	17.5	0	19	main_noPush
30	1	0	51	19	32	0	0.25	17.5	0	19	main_noPush
30	1	0	12	37	32	0	0.25	17.5	0	19	main_noPush
30	1	0	7	31.5	32	0	1	17.5	0	37	main_noPush
30	1	0	32	31.5	32	0	0.25	17.5	0	31.5	main_noPush
30	1	0	64	31.5	32	0	1	17.5	1	31.5	main_noPush
30	1	0	43	45	32	0	0.25	17.5	0	31.5	main_noPush
30	1	0	47	45	32	0	0.25	17.5	0	45	main_noPush
30	1	0	97	45	114	1	0.25	17.5	0	45	main_noPush
30	1	0	89	68.5	114	0	0.25	17.5	1	45	main_noPush
30	1	0	150	68.5	114	0	0.25	17.5	0	68.5	main_noPush
30	1	0	127	105	114	0	0.25	17.5	0	68.5	main_noPush
30	1	0	92	105	89	1	0.25	17.5	0	105	main_noPush
30	1	0	77	105	89	0	0.25	17.5	0	105	main_noPush
30	1	0	59	99	89	0	1	17.5	0	105	main_noPush
30	1	0	91	79	89	0	1	17.5	0	99	main_noPush
30	1	0	79	79	89	0	1	17.5	0	79	main_noPush
30	1	0	94	79	89	0	1	17.5	0	79	main_noPush
30	1	0	82	79	89	0	0.25	17.5	0	79	main_noPush
30	1	0	88	79	89	0	0.25	17.5	1	79	main_noPush
30	1	0	103	79	89	0	1	17.5	0	79	main_noPush
30	1	0	109	85	89	0	0.25	17.5	0	79	main_noPush
30	1	0	54	85	89	0	1	17.5	0	85	main_noPush
30	1	0	76	76	89	0	0.25	17.5	0	85	main_noPush
30	1	0	72	76	89	0	1	17.5	0	76	main_noPush
30	1	0	93	76	89	0	0.25	17.5	0	76	main_noPush
30	1	0	126	90	89	0	0.25	17.5	1	76	main_noPush
30	1	0	93	101	89	0	1	17.5	0	90	main_noPush
30	1	0	109	101	89	0	0.25	17.5	0	101	main_noPush
30	1	0	116	101	89	0	1	17.5	0	101	main_noPush
30	1	0	99	101	89	0	1	17.5	0	101	main_noPush
30	1	0	104	101	89	0	1	17.5	1	101	main_noPush
30	1	0	117	101	89	0	1	17.5	0	101	main_noPush
30	1	0	96	101	89	0	0.25	17.5	0	101	main_noPush
30	1	0	203	101	177	1	1	17.5	0	101	main_noPush
30	1	0	161	148	177	0	0.25	17.5	0	101	main_noPush
30	1	0	169	148	177	0	1	17.5	0	148	main_noPush
30	1	0	167	148	177	0	0.25	17.5	0	148	main_noPush
30	1	0	188	150	177	0	0.25	17.5	0	148	main_noPush
30	1	0	212	170.5	214	1	0.25	17.5	0	150	main_noPush
30	1	0	200	192.5	214	0	0.25	17.5	1	170.5	main_noPush
30	1	0	221	192.5	214	0	0.25	17.5	0	192.5	main_noPush
30	1	0	237	192.5	214	0	0.25	17.5	0	192.5	main_noPush
30	1	0	212	216.5	214	0	1	17.5	0	192.5	main_noPush
30	1	0	200	216.5	214	0	0.25	17.5	0	216.5	main_noPush
30	1	0	223	216.5	214	0	0.25	17.5	0	216.5	main_noPush
30	1	0	250	216.5	214	0	1	17.5	0	216.5	main_noPush
30	1	0	197	232.5	214	0	1	17.5	0	216.5	main_noPush
30	1	0	177	217.5	214	0	0.25	17.5	0	232.5	main_noPush
30	1	0	191	198	214	0	0.25	17.5	0	217.5	main_noPush
30	1	0	93	198	112	1	1	17.5	0	198	main_noPush
30	1	0	122	156.5	112	0	0.25	17.5	0	198	main_noPush
30	1	0	121	143	112	0	0.25	17.5	0	156.5	main_noPush
30	1	0	134	143	112	0	1	17.5	0	143	main_noPush
30	1	0	119	143	112	0	0.25	17.5	0	143	main_noPush
30	1	0	141	134.5	112	0	0.25	17.5	0	143	main_noPush
30	1	0	95	134.5	112	0	0.25	17.5	0	134.5	main_noPush
30	1	0	0	114	11	1	1	17.5	0	134.5	main_noPush
30	1	0	19	66.5	11	0	0.25	17.5	0	114	main_noPush
30	1	0	4	45	11	0	0.25	17.5	0	66.5	main_noPush
30	1	0	10	22	11	0	1	17.5	0	45	main_noPush
30	1	0	5	22	11	0	1	17.5	0	22	main_noPush
30	1	0	5	22	11	0	1	17.5	0	22	main_noPush
30	1	0	21	22	11	0	0.25	17.5	0	22	main_noPush
30	1	0	257	22	291	1	0.25	17.5	0	22	main_noPush
30	1	0	290	148.5	291	0	1	17.5	0	22	main_noPush
30	1	0	278	264	291	0	0.25	17.5	0	148.5	main_noPush
30	1	1	80	150	100	0	1	17.5	0	150	main_noPush
30	1	0	97	90	100	0	1	17.5	0	150	main_noPush
30	1	0	107	90	100	0	1	17.5	0	90	main_noPush
30	1	0	107	90	100	0	1	17.5	1	90	main_noPush
30	1	0	108	90	100	0	0.25	17.5	0	90	main_noPush
30	1	0	96	90	100	0	0.25	17.5	0	90	main_noPush
30	1	0	56	90	37	1	0.25	17.5	0	90	main_noPush
30	1	0	56	67.5	37	0	0.25	17.5	0	90	main_noPush
30	1	0	70	67.5	37	0	1	17.5	0	67.5	main_noPush
30	1	0	23	67.5	37	0	0.25	17.5	0	67.5	main_noPush
30	1	0	62	40.5	37	0	1	17.5	1	67.5	main_noPush
30	1	0	35	40.5	37	0	0.25	17.5	0	40.5	main_noPush
30	1	0	43	40.5	37	0	0.25	17.5	1	40.5	main_noPush
30	1	0	42	40.5	37	0	1	17.5	0	40.5	main_noPush
30	1	0	49	40.5	37	0	1	17.5	0	40.5	main_noPush
30	1	0	37	40.5	37	0	0.25	17.5	0	40.5	main_noPush
30	1	0	29	40.5	37	0	1	17.5	0	40.5	main_noPush
30	1	0	55	40.5	37	0	0.25	17.5	0	40.5	main_noPush
30	1	0	48	40.5	37	0	1	17.5	0	40.5	main_noPush
30	1	0	7	40.5	7	1	1	17.5	0	40.5	main_noPush
30	1	0	6	15	7	0	1	17.5	0	40.5	main_noPush
30	1	0	14	15	7	0	1	17.5	0	15	main_noPush
30	1	0	175	15	185	1	0.25	17.5	0	15	main_noPush
30	1	0	195	169	185	0	1	17.5	0	15	main_noPush
30	1	0	222	178	185	0	1	17.5	0	169	main_noPush
30	1	0	170	215.5	183	1	1	17.5	0	178	main_noPush
30	1	0	196	175.5	183	0	1	17.5	0	215.5	main_noPush
30	1	0	183	202.5	183	0	1	17.5	1	175.5	main_noPush
30	1	0	177	202.5	183	0	0.25	17.5	0	202.5	main_noPush
30	1	0	200	202.5	183	0	1	17.5	0	202.5	main_noPush
30	1	0	174	202.5	183	0	0.25	17.5	1	202.5	main_noPush
30	1	0	202	190.5	183	0	0.25	17.5	0	202.5	main_noPush
30	1	0	170	190.5	183	0	0.25	17.5	0	190.5	main_noPush
30	1	0	138	190.5	149	1	1	17.5	0	190.5	main_noPush
30	1	0	162	190.5	149	0	1	17.5	1	190.5	main_noPush
30	1	0	177	190.5	149	0	0.25	17.5	0	190.5	main_noPush
30	1	0	150	190.5	149	0	0.25	17.5	1	190.5	main_noPush
30	1	0	134	190.5	149	0	1	17.5	0	190.5	main_noPush
30	1	0	80	145.5	87	1	1	17.5	0	190.5	main_noPush
30	1	0	89	76.5	87	0	1	17.5	0	145.5	main_noPush
30	1	0	52	76.5	87	0	0.25	17.5	0	76.5	main_noPush
30	1	0	113	60	87	0	0.25	17.5	0	76.5	main_noPush
30	1	0	64	111	87	0	0.25	17.5	0	60	main_noPush
30	1	0	115	55.5	87	0	1	17.5	0	111	main_noPush
30	1	0	153	55.5	131	1	1	17.5	0	55.5	main_noPush
30	1	0	130	148.5	131	0	1	17.5	1	55.5	main_noPush
30	1	0	148	148.5	131	0	0.25	17.5	0	148.5	main_noPush
30	1	0	118	148.5	131	0	0.25	17.5	0	148.5	main_noPush
30	1	0	142	128.5	131	0	0.25	17.5	0	148.5	main_noPush
30	1	0	147	128.5	131	0	1	17.5	0	128.5	main_noPush
30	1	0	134	128.5	131	0	1	17.5	0	128.5	main_noPush
30	1	0	233	128.5	216	1	0.25	17.5	0	128.5	main_noPush
30	1	0	204	226.5	216	0	0.25	17.5	0	128.5	main_noPush
30	1	0	210	226.5	216	0	0.25	17.5	0	226.5	main_noPush
30	1	0	202	226.5	216	0	1	17.5	0	226.5	main_noPush
30	1	0	209	208.5	216	0	0.25	17.5	0	226.5	main_noPush
30	1	0	218	208.5	216	0	1	17.5	0	208.5	main_noPush
